"","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq"
"477","NullModel","1730506801",5,20,FALSE,FALSE,1
"478","NullModel","1730506818",5,20,FALSE,FALSE,1
"479","NullModel","1730506822",5,20,FALSE,FALSE,1
"480","NullModel","1730506842",5,20,FALSE,FALSE,1
"481","NullModel","1730506851",5,20,FALSE,FALSE,1
"482","NullModel","1730506873",5,20,FALSE,FALSE,1
"483","NullModel","1730506878",5,20,FALSE,FALSE,1
"484","NullModel","1730506898",5,20,FALSE,FALSE,1
"485","NullModel","1730506926",5,20,FALSE,FALSE,1
"486","NullModel","1730506927",5,20,FALSE,FALSE,1
"487","NullModel","1730506933",5,20,FALSE,FALSE,1
"488","NullModel","1730506940",5,20,FALSE,FALSE,1
"489","NullModel","1730506960",5,20,FALSE,FALSE,1
"490","NullModel","1730506967",5,20,FALSE,FALSE,1
"491","NullModel","1730507029",5,20,FALSE,FALSE,1
"492","NullModel","1730507031",5,20,FALSE,FALSE,1
"493","NullModel","1730507056",5,20,FALSE,FALSE,1
"494","NullModel","1730507065",5,20,FALSE,FALSE,1
"495","NullModel","1730507067",5,20,FALSE,FALSE,1
"496","NullModel","1730507084",5,20,FALSE,FALSE,1
"497","NullModel","1730507104",5,20,FALSE,FALSE,1
"498","NullModel","1730507105",5,20,FALSE,FALSE,1
"499","NullModel","1730507109",5,20,FALSE,FALSE,1
"500","NullModel","1730507169",5,20,FALSE,FALSE,1
"501","NullModel","1730507196",5,20,FALSE,FALSE,1
"502","NullModel","1730507206",5,20,FALSE,FALSE,1
"503","NullModel","1730507218",5,20,FALSE,FALSE,1
"504","NullModel","1730507229",5,20,FALSE,FALSE,1
"505","NullModel","1730507242",5,20,FALSE,FALSE,1
"506","NullModel","1730507244",5,20,FALSE,FALSE,1
"507","NullModel","1730507261",5,20,FALSE,FALSE,1
"508","NullModel","1730507303",5,20,FALSE,FALSE,1
"509","NullModel","1730507308",5,20,FALSE,FALSE,1
"510","NullModel","1730507327",5,20,FALSE,FALSE,1
"511","NullModel","1730507356",5,20,FALSE,FALSE,1
"512","NullModel","1730507368",5,20,FALSE,FALSE,1
"513","NullModel","1730507449",5,20,FALSE,FALSE,1
"514","NullModel","1730507499",5,20,FALSE,FALSE,1
"515","NullModel","1730507502",5,20,FALSE,FALSE,1
"516","NullModel","1730507503",5,20,FALSE,FALSE,1
"517","NullModel","1730507553",5,20,FALSE,FALSE,1
"518","NullModel","1730507559",5,20,FALSE,FALSE,1
"519","NullModel","1730507560",5,20,FALSE,FALSE,1
"520","NullModel","1730507564",5,20,FALSE,FALSE,1
"521","NullModel","1730507566",5,20,FALSE,FALSE,1
"522","NullModel","1730507598",5,20,FALSE,FALSE,1
"523","NullModel","1730507616",5,20,FALSE,FALSE,1
"524","NullModel","1730507620",5,20,FALSE,FALSE,1
"525","NullModel","1730507643",5,20,FALSE,FALSE,1
"526","NullModel","1730507664",5,20,FALSE,FALSE,1
"527","NullModel","1730507690",5,20,FALSE,FALSE,1
"528","NullModel","1730507718",5,20,FALSE,FALSE,1
"529","NullModel","1730507736",5,20,FALSE,FALSE,1
"530","NullModel","1730507739",5,20,FALSE,FALSE,1
"531","NullModel","1730507790",5,20,FALSE,FALSE,1
"532","NullModel","1730507795",5,20,FALSE,FALSE,1
"533","NullModel","1730507802",5,20,FALSE,FALSE,1
"534","NullModel","1730507804",5,20,FALSE,FALSE,1
"535","NullModel","1730507855",5,20,FALSE,FALSE,1
"536","NullModel","1730507866",5,20,FALSE,FALSE,1
"537","NullModel","1730507871",5,20,FALSE,FALSE,1
"538","NullModel","1730507878",5,20,FALSE,FALSE,1
"539","NullModel","1730507885",5,20,FALSE,FALSE,1
"540","NullModel","1730507897",5,20,FALSE,FALSE,1
"541","NullModel","1730507899",5,20,FALSE,FALSE,1
"542","NullModel","1730507914",5,20,FALSE,FALSE,1
"543","NullModel","1730507916",5,20,FALSE,FALSE,1
"544","NullModel","1730507971",5,20,FALSE,FALSE,1
"545","NullModel","1730507976",5,20,FALSE,FALSE,1
"546","NullModel","1730507977",5,20,FALSE,FALSE,1
"547","NullModel","1730507988",5,20,FALSE,FALSE,1
"548","NullModel","1730508017",5,20,FALSE,FALSE,1
"549","NullModel","1730508061",5,20,FALSE,FALSE,1
"550","NullModel","1730508089",5,20,FALSE,FALSE,1
"551","NullModel","1730508098",5,20,FALSE,FALSE,1
"552","NullModel","1730508163",5,20,FALSE,FALSE,1
"553","NullModel","1730508180",5,20,FALSE,FALSE,1
"554","NullModel","1730508187",5,20,FALSE,FALSE,1
"555","NullModel","1730508199",5,20,FALSE,FALSE,1
"556","NullModel","1730508202",5,20,FALSE,FALSE,1
"557","NullModel","1730508223",5,20,FALSE,FALSE,1
"558","NullModel","1730508224",5,20,FALSE,FALSE,1
"559","NullModel","1730508229",5,20,FALSE,FALSE,1
"560","NullModel","1730508231",5,20,FALSE,FALSE,1
"561","NullModel","1730508263",5,20,FALSE,FALSE,1
"562","NullModel","1730508278",5,20,FALSE,FALSE,1
"563","NullModel","1730508279",5,20,FALSE,FALSE,1
"564","NullModel","1730508294",5,20,FALSE,FALSE,1
"565","NullModel","1730508295",5,20,FALSE,FALSE,1
"566","NullModel","1730508300",5,20,FALSE,FALSE,1
"567","NullModel","1730508302",5,20,FALSE,FALSE,1
"568","NullModel","1730508310",5,20,FALSE,FALSE,1
"569","NullModel","1730508326",5,20,FALSE,FALSE,1
"570","NullModel","1730508332",5,20,FALSE,FALSE,1
"571","NullModel","1730508333",5,20,FALSE,FALSE,1
"572","NullModel","1730508337",5,20,FALSE,FALSE,1
"573","NullModel","1730508359",5,20,FALSE,FALSE,1
"574","NullModel","1730508363",5,20,FALSE,FALSE,1
"575","NullModel","1730508365",5,20,FALSE,FALSE,1
"576","NullModel","1730508368",5,20,FALSE,FALSE,1
"577","NullModel","1730508389",5,20,FALSE,FALSE,1
"578","NullModel","1730508443",5,20,FALSE,FALSE,1
"579","NullModel","1730508450",5,20,FALSE,FALSE,1
"580","NullModel","1730508472",5,20,FALSE,FALSE,1
"581","NullModel","1730508473",5,20,FALSE,FALSE,1
"582","NullModel","1730508529",5,20,FALSE,FALSE,1
"583","NullModel","1730508564",5,20,FALSE,FALSE,1
"584","NullModel","1730508569",5,20,FALSE,FALSE,1
"585","NullModel","1730508576",5,20,FALSE,FALSE,1
"586","NullModel","1730508585",5,20,FALSE,FALSE,1
"587","NullModel","1730508597",5,20,FALSE,FALSE,1
"588","NullModel","1730508604",5,20,FALSE,FALSE,1
"589","NullModel","1730508615",5,20,FALSE,FALSE,1
"590","NullModel","1730508623",5,20,FALSE,FALSE,1
"591","NullModel","1730508630",5,20,FALSE,FALSE,1
"592","NullModel","1730508632",5,20,FALSE,FALSE,1
"593","NullModel","1730508638",5,20,FALSE,FALSE,1
"594","NullModel","1730508667",5,20,FALSE,FALSE,1
"595","NullModel","1730508675",5,20,FALSE,FALSE,1
"596","NullModel","1730508701",5,20,FALSE,FALSE,1
"597","NullModel","1730508726",5,20,FALSE,FALSE,1
"598","NullModel","1730508745",5,20,FALSE,FALSE,1
"599","NullModel","1730508759",5,20,FALSE,FALSE,1
"600","NullModel","1730508770",5,20,FALSE,FALSE,1
"601","NullModel","1730508807",5,20,FALSE,FALSE,1
"602","NullModel","1730508840",5,20,FALSE,FALSE,1
"603","NullModel","1730508854",5,20,FALSE,FALSE,1
"604","NullModel","1730508864",5,20,FALSE,FALSE,1
"605","NullModel","1730508882",5,20,FALSE,FALSE,1
"606","NullModel","1730508890",5,20,FALSE,FALSE,1
"607","NullModel","1730508904",5,20,FALSE,FALSE,1
"608","NullModel","1730508938",5,20,FALSE,FALSE,1
"609","NullModel","1730508958",5,20,FALSE,FALSE,1
"610","NullModel","1730509007",5,20,FALSE,FALSE,1
"611","NullModel","1730509047",5,20,FALSE,FALSE,1
"612","NullModel","1730509081",5,20,FALSE,FALSE,1
"613","NullModel","1730509094",5,20,FALSE,FALSE,1
"614","NullModel","1730509098",5,20,FALSE,FALSE,1
"615","NullModel","1730509128",5,20,FALSE,FALSE,1
"616","NullModel","1730509162",5,20,FALSE,FALSE,1
"617","NullModel","1730509188",5,20,FALSE,FALSE,1
"618","NullModel","1730509207",5,20,FALSE,FALSE,1
"619","NullModel","1730509213",5,20,FALSE,FALSE,1
"620","NullModel","1730509215",5,20,FALSE,FALSE,1
"621","NullModel","1730509230",5,20,FALSE,FALSE,1
"622","NullModel","1730509231",5,20,FALSE,FALSE,1
"623","NullModel","1730509232",5,20,FALSE,FALSE,1
"624","NullModel","1730509248",5,20,FALSE,FALSE,1
"625","NullModel","1730509253",5,20,FALSE,FALSE,1
"626","NullModel","1730509328",5,20,FALSE,FALSE,1
"627","NullModel","1730509339",5,20,FALSE,FALSE,1
"628","NullModel","1730509365",5,20,FALSE,FALSE,1
"629","NullModel","1730509366",5,20,FALSE,FALSE,1
"630","NullModel","1730509401",5,20,FALSE,FALSE,1
"631","NullModel","1730509431",5,20,FALSE,FALSE,1
"632","NullModel","1730509451",5,20,FALSE,FALSE,1
"633","NullModel","1730509452",5,20,FALSE,FALSE,1
"634","NullModel","1730509459",5,20,FALSE,FALSE,1
"635","NullModel","1730509482",5,20,FALSE,FALSE,1
"636","NullModel","1730509535",5,20,FALSE,FALSE,1
"637","NullModel","1730509537",5,20,FALSE,FALSE,1
"638","NullModel","1730509556",5,20,FALSE,FALSE,1
"639","NullModel","1730509573",5,20,FALSE,FALSE,1
"640","NullModel","1730509574",5,20,FALSE,FALSE,1
"641","NullModel","1730509622",5,20,FALSE,FALSE,1
"642","NullModel","1730509632",5,20,FALSE,FALSE,1
"643","NullModel","1730509642",5,20,FALSE,FALSE,1
"644","NullModel","1730509666",5,20,FALSE,FALSE,1
"645","NullModel","1730509683",5,20,FALSE,FALSE,1
"646","NullModel","1730509691",5,20,FALSE,FALSE,1
"647","NullModel","1730509693",5,20,FALSE,FALSE,1
"648","NullModel","1730509706",5,20,FALSE,FALSE,1
"649","NullModel","1730509713",5,20,FALSE,FALSE,1
"650","NullModel","1730509715",5,20,FALSE,FALSE,1
"651","NullModel","1730509724",5,20,FALSE,FALSE,1
"652","NullModel","1730509750",5,20,FALSE,FALSE,1
"653","NullModel","1730509766",5,20,FALSE,FALSE,1
"654","NullModel","1730509782",5,20,FALSE,FALSE,1
"655","NullModel","1730509784",5,20,FALSE,FALSE,1
"656","NullModel","1730509821",5,20,FALSE,FALSE,1
"657","NullModel","1730509826",5,20,FALSE,FALSE,1
"658","NullModel","1730509841",5,20,FALSE,FALSE,1
"659","NullModel","1730509854",5,20,FALSE,FALSE,1
"660","NullModel","1730509859",5,20,FALSE,FALSE,1
"661","NullModel","1730509908",5,20,FALSE,FALSE,1
"662","NullModel","1730509909",5,20,FALSE,FALSE,1
"663","NullModel","1730509933",5,20,FALSE,FALSE,1
"664","NullModel","1730509944",5,20,FALSE,FALSE,1
"665","NullModel","1730509945",5,20,FALSE,FALSE,1
"666","NullModel","1730509971",5,20,FALSE,FALSE,1
"667","NullModel","1730509978",5,20,FALSE,FALSE,1
"668","NullModel","1730510019",5,20,FALSE,FALSE,1
"669","NullModel","1730510050",5,20,FALSE,FALSE,1
"670","NullModel","1730510078",5,20,FALSE,FALSE,1
"671","NullModel","1730510108",5,20,FALSE,FALSE,1
"672","NullModel","1730510120",5,20,FALSE,FALSE,1
"673","NullModel","1730510133",5,20,FALSE,FALSE,1
"674","NullModel","1730510159",5,20,FALSE,FALSE,1
"675","NullModel","1730510161",5,20,FALSE,FALSE,1
"676","NullModel","1730510240",5,20,FALSE,FALSE,1
"677","NullModel","1730510246",5,20,FALSE,FALSE,1
"678","NullModel","1730510313",5,20,FALSE,FALSE,1
"679","NullModel","1730510318",5,20,FALSE,FALSE,1
"680","NullModel","1730510342",5,20,FALSE,FALSE,1
"681","NullModel","1730510354",5,20,FALSE,FALSE,1
"682","NullModel","1730510357",5,20,FALSE,FALSE,1
"683","NullModel","1730510364",5,20,FALSE,FALSE,1
"684","NullModel","1730510366",5,20,FALSE,FALSE,1
"685","NullModel","1730510389",5,20,FALSE,FALSE,1
"686","NullModel","1730510401",5,20,FALSE,FALSE,1
"687","NullModel","1730510402",5,20,FALSE,FALSE,1
"688","NullModel","1730510410",5,20,FALSE,FALSE,1
"689","NullModel","1730510457",5,20,FALSE,FALSE,1
"690","NullModel","1730510462",5,20,FALSE,FALSE,1
"691","NullModel","1730510481",5,20,FALSE,FALSE,1
"692","NullModel","1730510484",5,20,FALSE,FALSE,1
"693","NullModel","1730510499",5,20,FALSE,FALSE,1
"694","NullModel","1730510511",5,20,FALSE,FALSE,1
"695","NullModel","1730510517",5,20,FALSE,FALSE,1
"696","NullModel","1730510518",5,20,FALSE,FALSE,1
"697","NullModel","1730510545",5,20,FALSE,FALSE,1
"698","NullModel","1730510588",5,20,FALSE,FALSE,1
"699","NullModel","1730510617",5,20,FALSE,FALSE,1
"700","NullModel","1730510650",5,20,FALSE,FALSE,1
"701","NullModel","1730510669",5,20,FALSE,FALSE,1
"702","NullModel","1730510673",5,20,FALSE,FALSE,1
"703","NullModel","1730510690",5,20,FALSE,FALSE,1
"704","NullModel","1730510694",5,20,FALSE,FALSE,1
"705","NullModel","1730510710",5,20,FALSE,FALSE,1
"706","NullModel","1730510737",5,20,FALSE,FALSE,1
"707","NullModel","1730510757",5,20,FALSE,FALSE,1
"708","NullModel","1730510763",5,20,FALSE,FALSE,1
"709","NullModel","1730510788",5,20,FALSE,FALSE,1
"710","NullModel","1730510795",5,20,FALSE,FALSE,1
"711","NullModel","1730510818",5,20,FALSE,FALSE,1
"712","NullModel","1730510826",5,20,FALSE,FALSE,1
"713","NullModel","1730510830",5,20,FALSE,FALSE,1
"714","NullModel","1730510836",5,20,FALSE,FALSE,1
"715","NullModel","1730510838",5,20,FALSE,FALSE,1
"716","NullModel","1730510840",5,20,FALSE,FALSE,1
"717","NullModel","1730510856",5,20,FALSE,FALSE,1
"718","NullModel","1730510884",5,20,FALSE,FALSE,1
"719","NullModel","1730510935",5,20,FALSE,FALSE,1
"720","NullModel","1730510936",5,20,FALSE,FALSE,1
"721","NullModel","1730510950",5,20,FALSE,FALSE,1
"722","NullModel","1730510959",5,20,FALSE,FALSE,1
"723","NullModel","1730510968",5,20,FALSE,FALSE,1
"724","NullModel","1730510976",5,20,FALSE,FALSE,1
"725","NullModel","1730510999",5,20,FALSE,FALSE,1
"726","NullModel","1730511003",5,20,FALSE,FALSE,1
"727","NullModel","1730511006",5,20,FALSE,FALSE,1
"728","NullModel","1730511040",5,20,FALSE,FALSE,1
"729","NullModel","1730511053",5,20,FALSE,FALSE,1
"730","NullModel","1730511092",5,20,FALSE,FALSE,1
"731","NullModel","1730511106",5,20,FALSE,FALSE,1
"732","NullModel","1730511133",5,20,FALSE,FALSE,1
"733","NullModel","1730511169",5,20,FALSE,FALSE,1
"734","NullModel","1730511182",5,20,FALSE,FALSE,1
"735","NullModel","1730511202",5,20,FALSE,FALSE,1
"736","NullModel","1730511207",5,20,FALSE,FALSE,1
"737","NullModel","1730511231",5,20,FALSE,FALSE,1
"738","NullModel","1730511236",5,20,FALSE,FALSE,1
"739","NullModel","1730511278",5,20,FALSE,FALSE,1
"740","NullModel","1730511290",5,20,FALSE,FALSE,1
"741","NullModel","1730511329",5,20,FALSE,FALSE,1
"742","NullModel","1730511385",5,20,FALSE,FALSE,1
"743","NullModel","1730511396",5,20,FALSE,FALSE,1
"744","NullModel","1730511452",5,20,FALSE,FALSE,1
"745","NullModel","1730511470",5,20,FALSE,FALSE,1
"746","NullModel","1730511485",5,20,FALSE,FALSE,1
"747","NullModel","1730511527",5,20,FALSE,FALSE,1
"748","NullModel","1730511535",5,20,FALSE,FALSE,1
"749","NullModel","1730511559",5,20,FALSE,FALSE,1
"750","NullModel","1730511566",5,20,FALSE,FALSE,1
"751","NullModel","1730511642",5,20,FALSE,FALSE,1
"752","NullModel","1730511666",5,20,FALSE,FALSE,1
"753","NullModel","1730511693",5,20,FALSE,FALSE,1
"754","NullModel","1730511701",5,20,FALSE,FALSE,1
"755","NullModel","1730511717",5,20,FALSE,FALSE,1
"756","NullModel","1730511732",5,20,FALSE,FALSE,1
"757","NullModel","1730511767",5,20,FALSE,FALSE,1
"758","NullModel","1730511793",5,20,FALSE,FALSE,1
"759","NullModel","1730511802",5,20,FALSE,FALSE,1
"760","NullModel","1730511819",5,20,FALSE,FALSE,1
"761","NullModel","1730511864",5,20,FALSE,FALSE,1
"762","NullModel","1730511866",5,20,FALSE,FALSE,1
"763","NullModel","1730511886",5,20,FALSE,FALSE,1
"764","NullModel","1730511925",5,20,FALSE,FALSE,1
"765","NullModel","1730511944",5,20,FALSE,FALSE,1
"766","NullModel","1730511974",5,20,FALSE,FALSE,1
"767","NullModel","1730511982",5,20,FALSE,FALSE,1
"768","NullModel","1730512035",5,20,FALSE,FALSE,1
"769","NullModel","1730512055",5,20,FALSE,FALSE,1
"770","NullModel","1730512071",5,20,FALSE,FALSE,1
"771","NullModel","1730512119",5,20,FALSE,FALSE,1
"772","NullModel","1730512183",5,20,FALSE,FALSE,1
"773","NullModel","1730512203",5,20,FALSE,FALSE,1
"774","NullModel","1730512212",5,20,FALSE,FALSE,1
"775","NullModel","1730512242",5,20,FALSE,FALSE,1
"776","NullModel","1730512252",5,20,FALSE,FALSE,1
"777","NullModel","1730512260",5,20,FALSE,FALSE,1
"778","NullModel","1730512293",5,20,FALSE,FALSE,1
"779","NullModel","1730512295",5,20,FALSE,FALSE,1
"780","NullModel","1730512325",5,20,FALSE,FALSE,1
"781","NullModel","1730512370",5,20,FALSE,FALSE,1
"782","NullModel","1730512379",5,20,FALSE,FALSE,1
"783","NullModel","1730512410",5,20,FALSE,FALSE,1
"784","NullModel","1730512486",5,20,FALSE,FALSE,1
"785","NullModel","1730512524",5,20,FALSE,FALSE,1
"786","NullModel","1730512528",5,20,FALSE,FALSE,1
"787","NullModel","1730512568",5,20,FALSE,FALSE,1
"788","NullModel","1730512614",5,20,FALSE,FALSE,1
"789","NullModel","1730512657",5,20,FALSE,FALSE,1
"790","NullModel","1730512674",5,20,FALSE,FALSE,1
"791","NullModel","1730512684",5,20,FALSE,FALSE,1
"792","NullModel","1730512758",5,20,FALSE,FALSE,1
"793","NullModel","1730512767",5,20,FALSE,FALSE,1
"794","NullModel","1730512788",5,20,FALSE,FALSE,1
"795","NullModel","1730512796",5,20,FALSE,FALSE,1
"796","NullModel","1730512832",5,20,FALSE,FALSE,1
"797","NullModel","1730512842",5,20,FALSE,FALSE,1
"798","NullModel","1730512906",5,20,FALSE,FALSE,1
"799","NullModel","1730512924",5,20,FALSE,FALSE,1
"800","NullModel","1730513006",5,20,FALSE,FALSE,1
"801","NullModel","1730513007",5,20,FALSE,FALSE,1
"802","NullModel","1730513009",5,20,FALSE,FALSE,1
"803","NullModel","1730513030",5,20,FALSE,FALSE,1
"804","NullModel","1730513098",5,20,FALSE,FALSE,1
"805","NullModel","1730513115",5,20,FALSE,FALSE,1
"806","NullModel","1730513136",5,20,FALSE,FALSE,1
"807","NullModel","1730513171",5,20,FALSE,FALSE,1
"808","NullModel","1730513223",5,20,FALSE,FALSE,1
"809","NullModel","1730513273",5,20,FALSE,FALSE,1
"810","NullModel","1730513304",5,20,FALSE,FALSE,1
"811","NullModel","1730513340",5,20,FALSE,FALSE,1
"812","NullModel","1730513406",5,20,FALSE,FALSE,1
"813","NullModel","1730513410",5,20,FALSE,FALSE,1
"814","NullModel","1730513426",5,20,FALSE,FALSE,1
"815","NullModel","1730513517",5,20,FALSE,FALSE,1
"816","NullModel","1730513574",5,20,FALSE,FALSE,1
"817","NullModel","1730513601",5,20,FALSE,FALSE,1
"818","NullModel","1730513638",5,20,FALSE,FALSE,1
"819","NullModel","1730513698",5,20,FALSE,FALSE,1
"820","NullModel","1730513801",5,20,FALSE,FALSE,1
"821","NullModel","1730513828",5,20,FALSE,FALSE,1
"822","NullModel","1730513858",5,20,FALSE,FALSE,1
"823","NullModel","1730513969",5,20,FALSE,FALSE,1
"824","NullModel","1730514023",5,20,FALSE,FALSE,1
"825","NullModel","1730514031",5,20,FALSE,FALSE,1
"826","NullModel","1730514051",5,20,FALSE,FALSE,1
"827","NullModel","1730514056",5,20,FALSE,FALSE,1
"828","NullModel","1730514151",5,20,FALSE,FALSE,1
"829","NullModel","1730514161",5,20,FALSE,FALSE,1
"830","NullModel","1730514171",5,20,FALSE,FALSE,1
"831","NullModel","1730514220",5,20,FALSE,FALSE,1
"832","NullModel","1730514260",5,20,FALSE,FALSE,1
"833","NullModel","1730514269",5,20,FALSE,FALSE,1
"834","NullModel","1730514343",5,20,FALSE,FALSE,1
"835","NullModel","1730514384",5,20,FALSE,FALSE,1
"836","NullModel","1730514443",5,20,FALSE,FALSE,1
"837","NullModel","1730514445",5,20,FALSE,FALSE,1
"838","NullModel","1730514469",5,20,FALSE,FALSE,1
"839","NullModel","1730514692",5,20,FALSE,FALSE,1
"840","NullModel","1730514765",5,20,FALSE,FALSE,1
"841","NullModel","1730514814",5,20,FALSE,FALSE,1
"842","NullModel","1730514936",5,20,FALSE,FALSE,1
"843","NullModel","1730515210",5,20,FALSE,FALSE,1
"844","NullModel","1730515351",5,20,FALSE,FALSE,1
"845","NullModel","1730515385",5,20,FALSE,FALSE,1
"846","NullModel","1730515533",5,20,FALSE,FALSE,1
"847","NullModel","1730515797",5,20,FALSE,FALSE,1
"848","NullModel","1730516047",5,20,FALSE,FALSE,1
"849","NullModel","1730516127",5,20,FALSE,FALSE,1
"850","NullModel","1730516128",5,20,FALSE,FALSE,1
"851","NullModel","1730516233",5,20,FALSE,FALSE,1
"852","NullModel","1730516248",5,20,FALSE,FALSE,1
"853","NullModel","1730516257",5,20,FALSE,FALSE,1
"854","NullModel","1730516258",5,20,FALSE,FALSE,1
"855","NullModel","1730516364",5,20,FALSE,FALSE,1
"856","NullModel","1730516707",5,20,FALSE,FALSE,1
"857","NullModel","1730516870",5,20,FALSE,FALSE,1
"858","NullModel","1730517034",5,20,FALSE,FALSE,1
"859","NullModel","1730517104",5,20,FALSE,FALSE,1
"860","NullModel","1730517365",5,20,FALSE,FALSE,1
"861","NullModel","1730517442",5,20,FALSE,FALSE,1
"862","NullModel","1730517468",5,20,FALSE,FALSE,1
"863","NullModel","1730517505",5,20,FALSE,FALSE,1
"864","NullModel","1730517531",5,20,FALSE,FALSE,1
"865","NullModel","1730517899",5,20,FALSE,FALSE,1
"866","NullModel","1730517919",5,20,FALSE,FALSE,1
"867","NullModel","1730517946",5,20,FALSE,FALSE,1
"868","NullModel","1730517959",5,20,FALSE,FALSE,1
"869","NullModel","1730517966",5,20,FALSE,FALSE,1
"870","NullModel","1730517980",5,20,FALSE,FALSE,1
"871","NullModel","1730518050",5,20,FALSE,FALSE,1
"872","NullModel","1730518188",5,20,FALSE,FALSE,1
"873","NullModel","1730518291",5,20,FALSE,FALSE,1
"874","NullModel","1730518321",5,20,FALSE,FALSE,1
"875","NullModel","1730518420",5,20,FALSE,FALSE,1
"876","NullModel","1730518574",5,20,FALSE,FALSE,1
"877","NullModel","1730518596",5,20,FALSE,FALSE,1
"878","NullModel","1730518663",5,20,FALSE,FALSE,1
"879","NullModel","1730518703",5,20,FALSE,FALSE,1
"880","NullModel","1730518772",5,20,FALSE,FALSE,1
"881","NullModel","1730518773",5,20,FALSE,FALSE,1
"882","NullModel","1730518960",5,20,FALSE,FALSE,1
"883","NullModel","1730519057",5,20,FALSE,FALSE,1
"884","NullModel","1730519071",5,20,FALSE,FALSE,1
"885","NullModel","1730519112",5,20,FALSE,FALSE,1
"886","NullModel","1730519116",5,20,FALSE,FALSE,1
"887","NullModel","1730519137",5,20,FALSE,FALSE,1
"888","NullModel","1730519167",5,20,FALSE,FALSE,1
"889","NullModel","1730519275",5,20,FALSE,FALSE,1
"890","NullModel","1730519457",5,20,FALSE,FALSE,1
"891","NullModel","1730519504",5,20,FALSE,FALSE,1
"892","NullModel","1730519522",5,20,FALSE,FALSE,1
"893","NullModel","1730519530",5,20,FALSE,FALSE,1
"894","NullModel","1730519679",5,20,FALSE,FALSE,1
"895","NullModel","1730519915",5,20,FALSE,FALSE,1
"896","NullModel","1730520054",5,20,FALSE,FALSE,1
"897","NullModel","1730520086",5,20,FALSE,FALSE,1
"898","NullModel","1730520351",5,20,FALSE,FALSE,1
"899","NullModel","1730520422",5,20,FALSE,FALSE,1
"900","NullModel","1730520492",5,20,FALSE,FALSE,1
"901","NullModel","1730520525",5,20,FALSE,FALSE,1
"902","NullModel","1730520607",5,20,FALSE,FALSE,1
"903","NullModel","1730520646",5,20,FALSE,FALSE,1
"904","NullModel","1730520652",5,20,FALSE,FALSE,1
"905","NullModel","1730520709",5,20,FALSE,FALSE,1
"906","NullModel","1730520769",5,20,FALSE,FALSE,1
"907","NullModel","1730520787",5,20,FALSE,FALSE,1
"908","NullModel","1730520793",5,20,FALSE,FALSE,1
"909","NullModel","1730520799",5,20,FALSE,FALSE,1
"910","NullModel","1730520801",5,20,FALSE,FALSE,1
"911","NullModel","1730520873",5,20,FALSE,FALSE,1
"912","NullModel","1730520927",5,20,FALSE,FALSE,1
"913","NullModel","1730521150",5,20,FALSE,FALSE,1
"914","NullModel","1730521226",5,20,FALSE,FALSE,1
"915","NullModel","1730521227",5,20,FALSE,FALSE,1
"916","NullModel","1730521237",5,20,FALSE,FALSE,1
"917","NullModel","1730521294",5,20,FALSE,FALSE,1
"918","NullModel","1730521331",5,20,FALSE,FALSE,1
"919","NullModel","1730521432",5,20,FALSE,FALSE,1
"920","NullModel","1730521437",5,20,FALSE,FALSE,1
"921","NullModel","1730521528",5,20,FALSE,FALSE,1
"922","NullModel","1730521646",5,20,FALSE,FALSE,1
"923","NullModel","1730521653",5,20,FALSE,FALSE,1
"924","NullModel","1730521695",5,20,FALSE,FALSE,1
"925","NullModel","1730521728",5,20,FALSE,FALSE,1
"926","NullModel","1730521739",5,20,FALSE,FALSE,1
"927","NullModel","1730521741",5,20,FALSE,FALSE,1
"928","NullModel","1730521768",5,20,FALSE,FALSE,1
"929","NullModel","1730521770",5,20,FALSE,FALSE,1
"930","NullModel","1730521866",5,20,FALSE,FALSE,1
"931","NullModel","1730521904",5,20,FALSE,FALSE,1
"932","NullModel","1730522014",5,20,FALSE,FALSE,1
"933","NullModel","1730522056",5,20,FALSE,FALSE,1
"934","NullModel","1730522084",5,20,FALSE,FALSE,1
"935","NullModel","1730522102",5,20,FALSE,FALSE,1
"936","NullModel","1730522125",5,20,FALSE,FALSE,1
"937","NullModel","1730522202",5,20,FALSE,FALSE,1
"938","NullModel","1730522236",5,20,FALSE,FALSE,1
"939","NullModel","1730522312",5,20,FALSE,FALSE,1
"940","NullModel","1730522353",5,20,FALSE,FALSE,1
"941","NullModel","1730522468",5,20,FALSE,FALSE,1
"942","NullModel","1730522628",5,20,FALSE,FALSE,1
"943","NullModel","1730522714",5,20,FALSE,FALSE,1
"944","NullModel","1730522752",5,20,FALSE,FALSE,1
"945","NullModel","1730522763",5,20,FALSE,FALSE,1
"946","NullModel","1730522769",5,20,FALSE,FALSE,1
"947","NullModel","1730522849",5,20,FALSE,FALSE,1
"948","NullModel","1730522864",5,20,FALSE,FALSE,1
"949","NullModel","1730523124",5,20,FALSE,FALSE,1
"950","NullModel","1730523178",5,20,FALSE,FALSE,1
"951","NullModel","1730523213",5,20,FALSE,FALSE,1
"952","NullModel","1730523253",5,20,FALSE,FALSE,1
"953","NullModel","1730523409",5,20,FALSE,FALSE,1
"954","NullModel","1730523412",5,20,FALSE,FALSE,1
"955","NullModel","1730523477",5,20,FALSE,FALSE,1
"956","NullModel","1730523628",5,20,FALSE,FALSE,1
"957","NullModel","1730523722",5,20,FALSE,FALSE,1
