"","scSTMTyoe","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq","Seurat"
"seurat...2415","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639379",8,10,FALSE,TRUE,1,0.914907765304544
"seurat...2416","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639890",8,10,FALSE,TRUE,1,1
"seurat...2417","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639890",8,10,FALSE,TRUE,1,0.977756875094421
"seurat...2418","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639890",8,10,FALSE,TRUE,1,0.977306275248771
"seurat...2419","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639890",8,10,FALSE,TRUE,1,1
"seurat...2420","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639890",8,10,FALSE,TRUE,1,0.962389575145719
"seurat...2421","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639958",8,10,FALSE,TRUE,1,1
"seurat...2422","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639958",8,10,FALSE,TRUE,1,1
"seurat...2423","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639958",8,10,FALSE,TRUE,1,1
"seurat...2424","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639958",8,10,FALSE,TRUE,1,1
"seurat...2425","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639958",8,10,FALSE,TRUE,1,1
"seurat...2426","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640080",8,10,FALSE,TRUE,1,1
"seurat...2427","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640080",8,10,FALSE,TRUE,1,0.940913377328026
"seurat...2428","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640080",8,10,FALSE,TRUE,1,1
"seurat...2429","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640080",8,10,FALSE,TRUE,1,1
"seurat...2430","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640080",8,10,FALSE,TRUE,1,0.952079780773125
"seurat...2431","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640230",8,10,FALSE,TRUE,1,0.981955099328341
"seurat...2432","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640230",8,10,FALSE,TRUE,1,0.975970118227642
"seurat...2433","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640230",8,10,FALSE,TRUE,1,0.976499306861458
"seurat...2434","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640230",8,10,FALSE,TRUE,1,0.969635198383248
"seurat...2435","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640230",8,10,FALSE,TRUE,1,0.96622985941696
"seurat...2436","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640248",8,10,FALSE,TRUE,1,0.896516623923316
"seurat...2437","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640248",8,10,FALSE,TRUE,1,0.996784767802748
"seurat...2438","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640248",8,10,FALSE,TRUE,1,0.894747432018221
"seurat...2439","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640248",8,10,FALSE,TRUE,1,0.988637501327025
"seurat...2440","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640248",8,10,FALSE,TRUE,1,0.980709449601921
"seurat...2441","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640269",8,10,FALSE,TRUE,1,1
"seurat...2442","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640269",8,10,FALSE,TRUE,1,1
"seurat...2443","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640269",8,10,FALSE,TRUE,1,0.927468679711173
"seurat...2444","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640269",8,10,FALSE,TRUE,1,0.928045972683949
"seurat...2445","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640269",8,10,FALSE,TRUE,1,1
"seurat...2446","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640279",8,10,FALSE,TRUE,1,0.990042560572778
"seurat...2447","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640279",8,10,FALSE,TRUE,1,0.996067304525802
"seurat...2448","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640279",8,10,FALSE,TRUE,1,0.982409182092661
"seurat...2449","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640279",8,10,FALSE,TRUE,1,0.985180616215163
"seurat...2450","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640279",8,10,FALSE,TRUE,1,0.984495698548781
"seurat...2451","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640299",8,10,FALSE,TRUE,1,1
"seurat...2452","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640299",8,10,FALSE,TRUE,1,1
"seurat...2453","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640299",8,10,FALSE,TRUE,1,1
"seurat...2454","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640299",8,10,FALSE,TRUE,1,0.969273365632194
"seurat...2455","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640299",8,10,FALSE,TRUE,1,1
"seurat...2456","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640847",8,10,FALSE,TRUE,1,0.959640273272173
"seurat...2457","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640847",8,10,FALSE,TRUE,1,0.972542743600777
"seurat...2458","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640847",8,10,FALSE,TRUE,1,0.947708015409836
"seurat...2459","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640847",8,10,FALSE,TRUE,1,0.986249740837493
"seurat...2460","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640847",8,10,FALSE,TRUE,1,0.965756720353476
"seurat...2461","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640869",8,10,FALSE,TRUE,1,0.989655272034747
"seurat...2462","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640869",8,10,FALSE,TRUE,1,0.9835389157805
"seurat...2463","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640869",8,10,FALSE,TRUE,1,0.992934962604808
"seurat...2464","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640869",8,10,FALSE,TRUE,1,0.975858574967057
"seurat...2465","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640869",8,10,FALSE,TRUE,1,0.995632830774214
"seurat...2466","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641041",8,10,FALSE,TRUE,1,0.98427197278034
"seurat...2467","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641041",8,10,FALSE,TRUE,1,0.945600523285048
"seurat...2468","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641041",8,10,FALSE,TRUE,1,1
"seurat...2469","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641041",8,10,FALSE,TRUE,1,0.991483229481855
"seurat...2470","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641041",8,10,FALSE,TRUE,1,0.978071019274421
"seurat...2471","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641091",8,10,FALSE,TRUE,1,1
"seurat...2472","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641091",8,10,FALSE,TRUE,1,1
"seurat...2473","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641091",8,10,FALSE,TRUE,1,1
"seurat...2474","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641091",8,10,FALSE,TRUE,1,1
"seurat...2475","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641091",8,10,FALSE,TRUE,1,1
"seurat...2476","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641098",8,10,FALSE,TRUE,1,0.972627842926038
"seurat...2477","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641098",8,10,FALSE,TRUE,1,0.956338384769943
"seurat...2478","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641098",8,10,FALSE,TRUE,1,0.968972975942066
"seurat...2479","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641098",8,10,FALSE,TRUE,1,0.976757908583784
"seurat...2480","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641098",8,10,FALSE,TRUE,1,0.983879522466321
"seurat...2481","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641146",8,10,FALSE,TRUE,1,0.995919426930239
"seurat...2482","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641146",8,10,FALSE,TRUE,1,0.994451332049027
"seurat...2483","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641146",8,10,FALSE,TRUE,1,0.814705391735681
"seurat...2484","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641146",8,10,FALSE,TRUE,1,0.981446757293641
"seurat...2485","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641146",8,10,FALSE,TRUE,1,0.993995749700582
"seurat...2486","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641154",8,10,FALSE,TRUE,1,0.993401000881033
"seurat...2487","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641154",8,10,FALSE,TRUE,1,0.960189771246529
"seurat...2488","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641154",8,10,FALSE,TRUE,1,1
"seurat...2489","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641154",8,10,FALSE,TRUE,1,0.977537064576103
"seurat...2490","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641154",8,10,FALSE,TRUE,1,0.988432336772861
"seurat...2491","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641163",8,10,FALSE,TRUE,1,0.899869943059885
"seurat...2492","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641163",8,10,FALSE,TRUE,1,0.797043231910043
"seurat...2493","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641163",8,10,FALSE,TRUE,1,1
"seurat...2494","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641163",8,10,FALSE,TRUE,1,1
"seurat...2495","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641163",8,10,FALSE,TRUE,1,1
"seurat...2496","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641774",8,10,FALSE,TRUE,1,1
"seurat...2497","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641774",8,10,FALSE,TRUE,1,0.919508231278236
"seurat...2498","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641774",8,10,FALSE,TRUE,1,0.976712999444622
"seurat...2499","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641774",8,10,FALSE,TRUE,1,0.954277663996424
"seurat...2500","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641774",8,10,FALSE,TRUE,1,0.920843058459563
"seurat...2501","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641854",8,10,FALSE,TRUE,1,1
"seurat...2502","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641854",8,10,FALSE,TRUE,1,1
"seurat...2503","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641854",8,10,FALSE,TRUE,1,1
"seurat...2504","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641854",8,10,FALSE,TRUE,1,0.929647628480682
"seurat...2505","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641854",8,10,FALSE,TRUE,1,1
"seurat...2506","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641878",8,10,FALSE,TRUE,1,1
"seurat...2507","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641878",8,10,FALSE,TRUE,1,0.959414554992843
"seurat...2508","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641878",8,10,FALSE,TRUE,1,0.995616125138703
"seurat...2509","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641878",8,10,FALSE,TRUE,1,0.996880889538355
"seurat...2510","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641878",8,10,FALSE,TRUE,1,0.979640100083279
"seurat...2511","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641882",8,10,FALSE,TRUE,1,0.938936446471865
"seurat...2512","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641882",8,10,FALSE,TRUE,1,0.975471997807855
"seurat...2513","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641882",8,10,FALSE,TRUE,1,0.992508622490641
"seurat...2514","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641882",8,10,FALSE,TRUE,1,0.991754184263282
"seurat...2515","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641882",8,10,FALSE,TRUE,1,0.947373273741629
"seurat...2516","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641987",8,10,FALSE,TRUE,1,0.96140467488071
"seurat...2517","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641987",8,10,FALSE,TRUE,1,1
"seurat...2518","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641987",8,10,FALSE,TRUE,1,1
"seurat...2519","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641987",8,10,FALSE,TRUE,1,1
"seurat...2520","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641987",8,10,FALSE,TRUE,1,1
"seurat...2521","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642069",8,10,FALSE,TRUE,1,1
"seurat...2522","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642069",8,10,FALSE,TRUE,1,1
"seurat...2523","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642069",8,10,FALSE,TRUE,1,1
"seurat...2524","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642069",8,10,FALSE,TRUE,1,0.915209236740895
"seurat...2525","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642069",8,10,FALSE,TRUE,1,1
"seurat...2526","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642088",8,10,FALSE,TRUE,1,1
"seurat...2527","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642088",8,10,FALSE,TRUE,1,1
"seurat...2528","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642088",8,10,FALSE,TRUE,1,0.899790750270535
"seurat...2529","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642088",8,10,FALSE,TRUE,1,1
"seurat...2530","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642088",8,10,FALSE,TRUE,1,0.978232046424894
"seurat...2531","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642391",8,10,FALSE,TRUE,1,1
"seurat...2532","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642391",8,10,FALSE,TRUE,1,0.964117905458313
"seurat...2533","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642391",8,10,FALSE,TRUE,1,0.987616719663977
"seurat...2534","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642391",8,10,FALSE,TRUE,1,1
"seurat...2535","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642391",8,10,FALSE,TRUE,1,0.931014772826046
"seurat...2536","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642723",8,10,FALSE,TRUE,1,1
"seurat...2537","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642723",8,10,FALSE,TRUE,1,1
"seurat...2538","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642723",8,10,FALSE,TRUE,1,1
"seurat...2539","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642723",8,10,FALSE,TRUE,1,1
"seurat...2540","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642723",8,10,FALSE,TRUE,1,1
"seurat...2541","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642790",8,10,FALSE,TRUE,1,0.917000411945378
"seurat...2542","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642790",8,10,FALSE,TRUE,1,1
"seurat...2543","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642790",8,10,FALSE,TRUE,1,1
"seurat...2544","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642790",8,10,FALSE,TRUE,1,1
"seurat...2545","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642790",8,10,FALSE,TRUE,1,1
"seurat...2546","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642870",8,10,FALSE,TRUE,1,0.967438129352219
"seurat...2547","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642870",8,10,FALSE,TRUE,1,0.98836459746311
"seurat...2548","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642870",8,10,FALSE,TRUE,1,0.879995112383011
"seurat...2549","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642870",8,10,FALSE,TRUE,1,0.99394217329217
"seurat...2550","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642870",8,10,FALSE,TRUE,1,0.989820775376511
"seurat...2551","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642886",8,10,FALSE,TRUE,1,0.905761691519591
"seurat...2552","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642886",8,10,FALSE,TRUE,1,1
"seurat...2553","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642886",8,10,FALSE,TRUE,1,0.979557329052081
"seurat...2554","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642886",8,10,FALSE,TRUE,1,0.989324513725899
"seurat...2555","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642886",8,10,FALSE,TRUE,1,0.954422285930891
"seurat...2556","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642888",8,10,FALSE,TRUE,1,0.991780026837625
"seurat...2557","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642888",8,10,FALSE,TRUE,1,0.975212464713362
"seurat...2558","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642888",8,10,FALSE,TRUE,1,1
"seurat...2559","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642888",8,10,FALSE,TRUE,1,0.992424686998492
"seurat...2560","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642888",8,10,FALSE,TRUE,1,1
"seurat...2561","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642901",8,10,FALSE,TRUE,1,1
"seurat...2562","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642901",8,10,FALSE,TRUE,1,0.995494955641619
"seurat...2563","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642901",8,10,FALSE,TRUE,1,0.944481402884008
"seurat...2564","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642901",8,10,FALSE,TRUE,1,0.991453645398684
"seurat...2565","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642901",8,10,FALSE,TRUE,1,0.996385762772593
"seurat...2566","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642932",8,10,FALSE,TRUE,1,1
"seurat...2567","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642932",8,10,FALSE,TRUE,1,1
"seurat...2568","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642932",8,10,FALSE,TRUE,1,1
"seurat...2569","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642932",8,10,FALSE,TRUE,1,1
"seurat...2570","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642932",8,10,FALSE,TRUE,1,1
"seurat...2571","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643409",8,10,FALSE,TRUE,1,0.985393171036178
"seurat...2572","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643409",8,10,FALSE,TRUE,1,0.982019717521881
"seurat...2573","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643409",8,10,FALSE,TRUE,1,0.948177669403639
"seurat...2574","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643409",8,10,FALSE,TRUE,1,0.915157950862829
"seurat...2575","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643409",8,10,FALSE,TRUE,1,0.974502071364678
"seurat...2576","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643525",8,10,FALSE,TRUE,1,0.986130101204083
"seurat...2577","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643525",8,10,FALSE,TRUE,1,1
"seurat...2578","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643525",8,10,FALSE,TRUE,1,0.99502098376006
"seurat...2579","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643525",8,10,FALSE,TRUE,1,1
"seurat...2580","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643525",8,10,FALSE,TRUE,1,0.989636258005376
"seurat...2581","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643596",8,10,FALSE,TRUE,1,1
"seurat...2582","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643596",8,10,FALSE,TRUE,1,1
"seurat...2583","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643596",8,10,FALSE,TRUE,1,1
"seurat...2584","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643596",8,10,FALSE,TRUE,1,1
"seurat...2585","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643596",8,10,FALSE,TRUE,1,1
"seurat...2586","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643651",8,10,FALSE,TRUE,1,1
"seurat...2587","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643651",8,10,FALSE,TRUE,1,1
"seurat...2588","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643651",8,10,FALSE,TRUE,1,1
"seurat...2589","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643651",8,10,FALSE,TRUE,1,1
"seurat...2590","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643651",8,10,FALSE,TRUE,1,1
"seurat...2591","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643666",8,10,FALSE,TRUE,1,0.973100170638654
"seurat...2592","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643666",8,10,FALSE,TRUE,1,1
"seurat...2593","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643666",8,10,FALSE,TRUE,1,1
"seurat...2594","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643666",8,10,FALSE,TRUE,1,0.973724720428318
"seurat...2595","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643666",8,10,FALSE,TRUE,1,0.983404321068343
"seurat...2596","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643690",8,10,FALSE,TRUE,1,1
"seurat...2597","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643690",8,10,FALSE,TRUE,1,1
"seurat...2598","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643690",8,10,FALSE,TRUE,1,1
"seurat...2599","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643690",8,10,FALSE,TRUE,1,1
"seurat...2600","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643690",8,10,FALSE,TRUE,1,1
"seurat...2601","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643731",8,10,FALSE,TRUE,1,1
"seurat...2602","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643731",8,10,FALSE,TRUE,1,0.92897835599939
"seurat...2603","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643731",8,10,FALSE,TRUE,1,1
"seurat...2604","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643731",8,10,FALSE,TRUE,1,1
"seurat...2605","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643731",8,10,FALSE,TRUE,1,0.962870441676188
"seurat...2606","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643871",8,10,FALSE,TRUE,1,1
"seurat...2607","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643871",8,10,FALSE,TRUE,1,0.922466287026542
"seurat...2608","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643871",8,10,FALSE,TRUE,1,1
"seurat...2609","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643871",8,10,FALSE,TRUE,1,1
"seurat...2610","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643871",8,10,FALSE,TRUE,1,0.954109679922737
"seurat...2611","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644205",8,10,FALSE,TRUE,1,1
"seurat...2612","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644205",8,10,FALSE,TRUE,1,1
"seurat...2613","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644205",8,10,FALSE,TRUE,1,1
"seurat...2614","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644205",8,10,FALSE,TRUE,1,1
"seurat...2615","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644205",8,10,FALSE,TRUE,1,1
"seurat...2616","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644264",8,10,FALSE,TRUE,1,0.954379840757419
"seurat...2617","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644264",8,10,FALSE,TRUE,1,1
"seurat...2618","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644264",8,10,FALSE,TRUE,1,1
"seurat...2619","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644264",8,10,FALSE,TRUE,1,1
"seurat...2620","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644264",8,10,FALSE,TRUE,1,1
"seurat...2621","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644285",8,10,FALSE,TRUE,1,1
"seurat...2622","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644285",8,10,FALSE,TRUE,1,1
"seurat...2623","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644285",8,10,FALSE,TRUE,1,1
"seurat...2624","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644285",8,10,FALSE,TRUE,1,0.900590479441143
"seurat...2625","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644285",8,10,FALSE,TRUE,1,1
"seurat...2626","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644304",8,10,FALSE,TRUE,1,0.995076230760629
"seurat...2627","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644304",8,10,FALSE,TRUE,1,0.942565342336137
"seurat...2628","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644304",8,10,FALSE,TRUE,1,0.924774142804241
