"","scSTMTyoe","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq","Seurat"
"seurat...489","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642888",10,10,FALSE,TRUE,1,1
"seurat...490","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642888",10,10,FALSE,TRUE,1,0.991497292381801
"seurat...491","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642888",10,10,FALSE,TRUE,1,1
"seurat...492","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642901",10,10,FALSE,TRUE,1,0.994497474240966
"seurat...493","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642901",10,10,FALSE,TRUE,1,0.987916086298235
"seurat...494","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642901",10,10,FALSE,TRUE,1,0.983087109773394
"seurat...495","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642901",10,10,FALSE,TRUE,1,0.978466725299304
"seurat...496","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642901",10,10,FALSE,TRUE,1,0.970172523655265
"seurat...497","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733642932",10,10,FALSE,TRUE,1,1
"seurat...498","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733642932",10,10,FALSE,TRUE,1,1
"seurat...499","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733642932",10,10,FALSE,TRUE,1,1
"seurat...500","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733642932",10,10,FALSE,TRUE,1,1
"seurat...501","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733642932",10,10,FALSE,TRUE,1,1
"seurat...502","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643409",10,10,FALSE,TRUE,1,0.954043052920077
"seurat...503","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643409",10,10,FALSE,TRUE,1,0.958342388230503
"seurat...504","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643409",10,10,FALSE,TRUE,1,0.942266145832398
"seurat...505","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643409",10,10,FALSE,TRUE,1,0.996943053952376
"seurat...506","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643409",10,10,FALSE,TRUE,1,0.990875867579545
"seurat...507","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643525",10,10,FALSE,TRUE,1,0.992379359784486
"seurat...508","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643525",10,10,FALSE,TRUE,1,0.9853332620754
"seurat...509","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643525",10,10,FALSE,TRUE,1,0.983229571595924
"seurat...510","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643525",10,10,FALSE,TRUE,1,0.996386836540836
"seurat...511","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643525",10,10,FALSE,TRUE,1,0.998683214420993
"seurat...512","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643596",10,10,FALSE,TRUE,1,1
"seurat...513","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643596",10,10,FALSE,TRUE,1,1
"seurat...514","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643596",10,10,FALSE,TRUE,1,0.961053175461728
"seurat...515","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643596",10,10,FALSE,TRUE,1,1
"seurat...516","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643596",10,10,FALSE,TRUE,1,1
"seurat...517","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643651",10,10,FALSE,TRUE,1,1
"seurat...518","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643651",10,10,FALSE,TRUE,1,1
"seurat...519","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643651",10,10,FALSE,TRUE,1,1
"seurat...520","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643651",10,10,FALSE,TRUE,1,1
"seurat...521","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643651",10,10,FALSE,TRUE,1,1
"seurat...522","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643666",10,10,FALSE,TRUE,1,1
"seurat...523","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643666",10,10,FALSE,TRUE,1,1
"seurat...524","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643666",10,10,FALSE,TRUE,1,1
"seurat...525","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643666",10,10,FALSE,TRUE,1,0.989825934555012
"seurat...526","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643666",10,10,FALSE,TRUE,1,0.992896873529866
"seurat...527","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643690",10,10,FALSE,TRUE,1,1
"seurat...528","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643690",10,10,FALSE,TRUE,1,1
"seurat...529","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643690",10,10,FALSE,TRUE,1,1
"seurat...530","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643690",10,10,FALSE,TRUE,1,1
"seurat...531","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643690",10,10,FALSE,TRUE,1,1
"seurat...532","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643731",10,10,FALSE,TRUE,1,1
"seurat...533","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643731",10,10,FALSE,TRUE,1,0.976703847440653
"seurat...534","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643731",10,10,FALSE,TRUE,1,1
"seurat...535","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643731",10,10,FALSE,TRUE,1,0.99052511856529
"seurat...536","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643731",10,10,FALSE,TRUE,1,1
"seurat...537","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733643871",10,10,FALSE,TRUE,1,0.976864844499087
"seurat...538","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733643871",10,10,FALSE,TRUE,1,1
"seurat...539","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733643871",10,10,FALSE,TRUE,1,1
"seurat...540","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733643871",10,10,FALSE,TRUE,1,0.959526354280962
"seurat...541","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733643871",10,10,FALSE,TRUE,1,1
"seurat...542","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644205",10,10,FALSE,TRUE,1,1
"seurat...543","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644205",10,10,FALSE,TRUE,1,1
"seurat...544","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644205",10,10,FALSE,TRUE,1,1
"seurat...545","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644205",10,10,FALSE,TRUE,1,0.958963101506875
"seurat...546","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644205",10,10,FALSE,TRUE,1,1
"seurat...547","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644264",10,10,FALSE,TRUE,1,0.98849703514127
"seurat...548","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644264",10,10,FALSE,TRUE,1,0.950021164453526
"seurat...549","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644264",10,10,FALSE,TRUE,1,0.969854640425742
"seurat...550","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644264",10,10,FALSE,TRUE,1,1
"seurat...551","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644264",10,10,FALSE,TRUE,1,1
"seurat...552","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644285",10,10,FALSE,TRUE,1,0.971820920538074
"seurat...553","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644285",10,10,FALSE,TRUE,1,1
"seurat...554","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644285",10,10,FALSE,TRUE,1,1
"seurat...555","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644285",10,10,FALSE,TRUE,1,1
"seurat...556","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644285",10,10,FALSE,TRUE,1,1
"seurat...557","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644304",10,10,FALSE,TRUE,1,0.985260445665961
"seurat...558","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644304",10,10,FALSE,TRUE,1,0.975405413135148
"seurat...559","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644304",10,10,FALSE,TRUE,1,0.98864413914798
"seurat...560","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644304",10,10,FALSE,TRUE,1,0.992001615935227
"seurat...561","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644304",10,10,FALSE,TRUE,1,0.968405504720708
"seurat...562","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644394",10,10,FALSE,TRUE,1,1
"seurat...563","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644394",10,10,FALSE,TRUE,1,1
"seurat...564","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644394",10,10,FALSE,TRUE,1,1
"seurat...565","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644394",10,10,FALSE,TRUE,1,1
"seurat...566","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644394",10,10,FALSE,TRUE,1,1
"seurat...567","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644540",10,10,FALSE,TRUE,1,0.916697230100303
"seurat...568","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644540",10,10,FALSE,TRUE,1,0.963153255944429
"seurat...569","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644540",10,10,FALSE,TRUE,1,0.920620338645103
"seurat...570","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644540",10,10,FALSE,TRUE,1,0.985268034891974
"seurat...571","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644540",10,10,FALSE,TRUE,1,0.863255041289768
"seurat...572","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644601",10,10,FALSE,TRUE,1,0.978013675082439
"seurat...573","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644601",10,10,FALSE,TRUE,1,0.972084988388821
"seurat...574","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644601",10,10,FALSE,TRUE,1,0.993128214941135
"seurat...575","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644601",10,10,FALSE,TRUE,1,0.785398991478109
"seurat...576","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644601",10,10,FALSE,TRUE,1,1
"seurat...577","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644612",10,10,FALSE,TRUE,1,0.991354122295262
"seurat...578","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644612",10,10,FALSE,TRUE,1,0.975688833640165
"seurat...579","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644612",10,10,FALSE,TRUE,1,0.849672773764064
"seurat...580","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644612",10,10,FALSE,TRUE,1,0.9740859259707
"seurat...581","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644612",10,10,FALSE,TRUE,1,0.919334027649743
"seurat...582","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644987",10,10,FALSE,TRUE,1,1
"seurat...583","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644987",10,10,FALSE,TRUE,1,1
"seurat...584","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644987",10,10,FALSE,TRUE,1,1
"seurat...585","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644987",10,10,FALSE,TRUE,1,1
"seurat...586","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644987",10,10,FALSE,TRUE,1,1
"seurat...587","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645075",10,10,FALSE,TRUE,1,0.923652252785629
"seurat...588","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645075",10,10,FALSE,TRUE,1,1
"seurat...589","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645075",10,10,FALSE,TRUE,1,1
"seurat...590","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645075",10,10,FALSE,TRUE,1,1
"seurat...591","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645075",10,10,FALSE,TRUE,1,1
"seurat...592","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645165",10,10,FALSE,TRUE,1,1
"seurat...593","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645165",10,10,FALSE,TRUE,1,1
"seurat...594","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645165",10,10,FALSE,TRUE,1,1
"seurat...595","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645165",10,10,FALSE,TRUE,1,1
"seurat...596","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645165",10,10,FALSE,TRUE,1,0.962583279474434
"seurat...597","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645230",10,10,FALSE,TRUE,1,1
"seurat...598","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645230",10,10,FALSE,TRUE,1,1
"seurat...599","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645230",10,10,FALSE,TRUE,1,1
"seurat...600","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645230",10,10,FALSE,TRUE,1,1
"seurat...601","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645230",10,10,FALSE,TRUE,1,1
"seurat...602","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645281",10,10,FALSE,TRUE,1,1
"seurat...603","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645281",10,10,FALSE,TRUE,1,0.993501156294837
"seurat...604","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645281",10,10,FALSE,TRUE,1,0.978393104179175
"seurat...605","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645281",10,10,FALSE,TRUE,1,0.973761958570455
"seurat...606","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645281",10,10,FALSE,TRUE,1,1
"seurat...607","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645314",10,10,FALSE,TRUE,1,1
"seurat...608","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645314",10,10,FALSE,TRUE,1,1
"seurat...609","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645314",10,10,FALSE,TRUE,1,0.965534641452875
"seurat...610","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645314",10,10,FALSE,TRUE,1,0.98688304967912
"seurat...611","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645314",10,10,FALSE,TRUE,1,0.919585731456832
"seurat...612","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645453",10,10,FALSE,TRUE,1,1
"seurat...613","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645453",10,10,FALSE,TRUE,1,0.994820838459056
"seurat...614","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645453",10,10,FALSE,TRUE,1,1
"seurat...615","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645453",10,10,FALSE,TRUE,1,0.98781885127323
"seurat...616","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645453",10,10,FALSE,TRUE,1,0.964914734691287
"seurat...617","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645480",10,10,FALSE,TRUE,1,0.985603523547652
"seurat...618","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645480",10,10,FALSE,TRUE,1,0.978635378322287
"seurat...619","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645480",10,10,FALSE,TRUE,1,0.986440773706111
"seurat...620","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645480",10,10,FALSE,TRUE,1,0.989774110012014
"seurat...621","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645480",10,10,FALSE,TRUE,1,0.940090623185243
"seurat...622","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645825",10,10,FALSE,TRUE,1,0.979301612152164
"seurat...623","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645825",10,10,FALSE,TRUE,1,0.971169937223756
"seurat...624","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645825",10,10,FALSE,TRUE,1,1
"seurat...625","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645825",10,10,FALSE,TRUE,1,0.981396131430737
"seurat...626","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645825",10,10,FALSE,TRUE,1,1
"seurat...627","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645941",10,10,FALSE,TRUE,1,1
"seurat...628","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645941",10,10,FALSE,TRUE,1,1
"seurat...629","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645941",10,10,FALSE,TRUE,1,1
"seurat...630","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645941",10,10,FALSE,TRUE,1,0.969046417898495
"seurat...631","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645941",10,10,FALSE,TRUE,1,1
"seurat...632","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646093",10,10,FALSE,TRUE,1,1
"seurat...633","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646093",10,10,FALSE,TRUE,1,1
"seurat...634","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646093",10,10,FALSE,TRUE,1,0.987141408983962
"seurat...635","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646093",10,10,FALSE,TRUE,1,0.995122862570414
"seurat...636","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646093",10,10,FALSE,TRUE,1,0.992974721235159
"seurat...637","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646277",10,10,FALSE,TRUE,1,1
"seurat...638","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646277",10,10,FALSE,TRUE,1,1
"seurat...639","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646277",10,10,FALSE,TRUE,1,1
"seurat...640","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646277",10,10,FALSE,TRUE,1,1
"seurat...641","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646277",10,10,FALSE,TRUE,1,1
"seurat...642","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646285",10,10,FALSE,TRUE,1,0.97042537178145
"seurat...643","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646285",10,10,FALSE,TRUE,1,0.981696260719083
"seurat...644","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646285",10,10,FALSE,TRUE,1,0.989493765410008
"seurat...645","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646285",10,10,FALSE,TRUE,1,0.940692181109987
"seurat...646","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646285",10,10,FALSE,TRUE,1,0.990910644940104
"seurat...647","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646442",10,10,FALSE,TRUE,1,0.991023065648876
"seurat...648","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646442",10,10,FALSE,TRUE,1,1
"seurat...649","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646442",10,10,FALSE,TRUE,1,1
"seurat...650","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646442",10,10,FALSE,TRUE,1,1
"seurat...651","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646442",10,10,FALSE,TRUE,1,0.940098107784059
"seurat...652","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646542",10,10,FALSE,TRUE,1,1
"seurat...653","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646542",10,10,FALSE,TRUE,1,1
"seurat...654","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646542",10,10,FALSE,TRUE,1,1
"seurat...655","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646542",10,10,FALSE,TRUE,1,1
"seurat...656","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646542",10,10,FALSE,TRUE,1,1
"seurat...657","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646599",10,10,FALSE,TRUE,1,1
"seurat...658","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646599",10,10,FALSE,TRUE,1,1
"seurat...659","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646599",10,10,FALSE,TRUE,1,0.958330643130199
"seurat...660","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646599",10,10,FALSE,TRUE,1,0.959182745093188
"seurat...661","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646599",10,10,FALSE,TRUE,1,1
"seurat...662","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646683",10,10,FALSE,TRUE,1,1
"seurat...663","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646683",10,10,FALSE,TRUE,1,0.937040799105369
"seurat...664","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646683",10,10,FALSE,TRUE,1,1
"seurat...665","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646683",10,10,FALSE,TRUE,1,1
"seurat...666","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646683",10,10,FALSE,TRUE,1,1
"seurat...667","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646944",10,10,FALSE,TRUE,1,1
"seurat...668","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646944",10,10,FALSE,TRUE,1,1
"seurat...669","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646944",10,10,FALSE,TRUE,1,1
"seurat...670","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646944",10,10,FALSE,TRUE,1,1
"seurat...671","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646944",10,10,FALSE,TRUE,1,1
"seurat...672","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733647201",10,10,FALSE,TRUE,1,1
"seurat...673","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733647201",10,10,FALSE,TRUE,1,1
"seurat...674","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733647201",10,10,FALSE,TRUE,1,1
"seurat...675","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733647201",10,10,FALSE,TRUE,1,1
"seurat...676","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733647201",10,10,FALSE,TRUE,1,1
"seurat...677","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733647228",10,10,FALSE,TRUE,1,0.978094514642437
"seurat...678","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733647228",10,10,FALSE,TRUE,1,0.978054341020077
"seurat...679","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733647228",10,10,FALSE,TRUE,1,0.965442350822409
"seurat...680","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733647228",10,10,FALSE,TRUE,1,0.945937420444231
"seurat...681","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733647228",10,10,FALSE,TRUE,1,0.967508154981105
"seurat...682","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733884660",10,10,FALSE,TRUE,1,1
"seurat...683","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886435",10,10,FALSE,TRUE,1,1
"seurat...684","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886448",10,10,FALSE,TRUE,1,1
"seurat...685","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886453",10,10,FALSE,TRUE,1,0.973566978022444
"seurat...686","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886467",10,10,FALSE,TRUE,1,0.967725495040779
"seurat...687","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886473",10,10,FALSE,TRUE,1,1
"seurat...688","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886480",10,10,FALSE,TRUE,1,0.956049270132261
"seurat...689","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886487",10,10,FALSE,TRUE,1,0.970652256080077
"seurat...690","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886510",10,10,FALSE,TRUE,1,1
"seurat...691","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886658",10,10,FALSE,TRUE,1,1
"seurat...692","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886660",10,10,FALSE,TRUE,1,0.975772677133411
"seurat...693","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886665",10,10,FALSE,TRUE,1,0.986504480428997
"seurat...694","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886671",10,10,FALSE,TRUE,1,1
"seurat...695","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886687",10,10,FALSE,TRUE,1,1
"seurat...696","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886689",10,10,FALSE,TRUE,1,1
"seurat...697","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886736",10,10,FALSE,TRUE,1,1
"seurat...698","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886754",10,10,FALSE,TRUE,1,1
"seurat...699","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886813",10,10,FALSE,TRUE,1,1
"seurat...700","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886822",10,10,FALSE,TRUE,1,1
"seurat...701","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886834",10,10,FALSE,TRUE,1,0.994274890997178
"seurat...702","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886860",10,10,FALSE,TRUE,1,0.9856482635211
"seurat...703","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886866",10,10,FALSE,TRUE,1,1
"seurat...704","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886871",10,10,FALSE,TRUE,1,0.990441753513767
"seurat...705","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886918",10,10,FALSE,TRUE,1,0.982648701775847
"seurat...706","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886936",10,10,FALSE,TRUE,1,1
"seurat...707","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887025",10,10,FALSE,TRUE,1,1
"seurat...708","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887026",10,10,FALSE,TRUE,1,1
