"","modelType","seed","nCellType","nSample","Batch","CancerType","ARI"
"369","NullModel","1732165706",15,20,TRUE,TRUE,0.685792601068439
"370","HighVar0.1","1732165713",15,20,TRUE,TRUE,0.581473710784275
"371","HighVar0.16","1732165713",15,20,TRUE,TRUE,0.586248439874098
"372","HighVar0.23","1732165713",15,20,TRUE,TRUE,0.600657785932159
"373","HighVar0.3","1732165713",15,20,TRUE,TRUE,0.597366296918019
"374","HighVar0.4","1732165713",15,20,TRUE,TRUE,0.624097834743225
"375","NullModel","1732165713",15,20,TRUE,TRUE,0.563856353023883
"376","HighVar0.1","1732165720",15,20,TRUE,TRUE,0.700946134446225
"377","HighVar0.16","1732165720",15,20,TRUE,TRUE,0.646428197418062
"378","HighVar0.23","1732165720",15,20,TRUE,TRUE,0.691115354126654
"379","HighVar0.3","1732165720",15,20,TRUE,TRUE,0.689462360058184
"380","HighVar0.4","1732165720",15,20,TRUE,TRUE,0.676672380148571
"381","NullModel","1732165720",15,20,TRUE,TRUE,0.673629986476088
"382","HighVar0.1","1732165732",15,20,TRUE,TRUE,0.590703777010799
"383","HighVar0.16","1732165732",15,20,TRUE,TRUE,0.685421310890585
"384","HighVar0.23","1732165732",15,20,TRUE,TRUE,0.65659021522613
"385","HighVar0.3","1732165732",15,20,TRUE,TRUE,0.654906822157771
"386","HighVar0.4","1732165732",15,20,TRUE,TRUE,0.69871476679007
"387","NullModel","1732165732",15,20,TRUE,TRUE,0.637107841508106
"388","HighVar0.1","1732165733",15,20,TRUE,TRUE,0.624219109305765
"389","HighVar0.16","1732165733",15,20,TRUE,TRUE,0.663514454812786
"390","HighVar0.23","1732165733",15,20,TRUE,TRUE,0.618530413460865
"391","HighVar0.3","1732165733",15,20,TRUE,TRUE,0.658476812165378
"392","HighVar0.4","1732165733",15,20,TRUE,TRUE,0.614728589795868
"393","NullModel","1732165733",15,20,TRUE,TRUE,0.633069513716075
"394","HighVar0.1","1732165737",15,20,TRUE,TRUE,0.695800981349953
"395","HighVar0.16","1732165737",15,20,TRUE,TRUE,0.730544669932025
"396","HighVar0.23","1732165737",15,20,TRUE,TRUE,0.685329704426631
"397","HighVar0.3","1732165737",15,20,TRUE,TRUE,0.667806575427913
"398","HighVar0.4","1732165737",15,20,TRUE,TRUE,0.688383361753759
"399","NullModel","1732165737",15,20,TRUE,TRUE,0.705590739625512
"400","HighVar0.1","1732165738",15,20,TRUE,TRUE,0.906090354756852
"401","HighVar0.16","1732165738",15,20,TRUE,TRUE,0.894465463083316
"402","HighVar0.23","1732165738",15,20,TRUE,TRUE,0.897339444573842
"403","HighVar0.3","1732165738",15,20,TRUE,TRUE,0.86025594725938
"404","HighVar0.4","1732165738",15,20,TRUE,TRUE,0.903560051622328
"405","NullModel","1732165738",15,20,TRUE,TRUE,0.872644340577895
"406","HighVar0.1","1732165742",15,20,TRUE,TRUE,0.756069414556067
"407","HighVar0.16","1732165742",15,20,TRUE,TRUE,0.796360765324989
"408","HighVar0.23","1732165742",15,20,TRUE,TRUE,0.784013407918766
"409","HighVar0.3","1732165742",15,20,TRUE,TRUE,0.758071918577445
"410","HighVar0.4","1732165742",15,20,TRUE,TRUE,0.798816428596319
"411","NullModel","1732165742",15,20,TRUE,TRUE,0.785807744809485
"412","HighVar0.1","1732165744",15,20,TRUE,TRUE,0.734696878937459
"413","HighVar0.16","1732165744",15,20,TRUE,TRUE,0.758179615320984
"414","HighVar0.23","1732165744",15,20,TRUE,TRUE,0.644271211547799
"415","HighVar0.3","1732165744",15,20,TRUE,TRUE,0.681808109402917
"416","HighVar0.4","1732165744",15,20,TRUE,TRUE,0.72335950483753
"417","NullModel","1732165744",15,20,TRUE,TRUE,0.656781994980084
"418","HighVar0.1","1732165745",15,20,TRUE,TRUE,0.579530869185912
"419","HighVar0.16","1732165745",15,20,TRUE,TRUE,0.673507000467408
"420","HighVar0.23","1732165745",15,20,TRUE,TRUE,0.639285608307111
"421","HighVar0.3","1732165745",15,20,TRUE,TRUE,0.744302113470462
"422","HighVar0.4","1732165745",15,20,TRUE,TRUE,0.671501584026546
"423","NullModel","1732165745",15,20,TRUE,TRUE,0.685423130203173
"424","HighVar0.1","1732165762",15,20,TRUE,TRUE,0.643821049820538
"425","HighVar0.16","1732165762",15,20,TRUE,TRUE,0.658551716038715
"426","HighVar0.23","1732165762",15,20,TRUE,TRUE,0.695697281341938
"427","HighVar0.3","1732165762",15,20,TRUE,TRUE,0.661077432705684
"428","HighVar0.4","1732165762",15,20,TRUE,TRUE,0.59576957949565
"429","NullModel","1732165762",15,20,TRUE,TRUE,0.647123264379479
"430","HighVar0.1","1732165764",15,20,TRUE,TRUE,0.657558248901763
"431","HighVar0.16","1732165764",15,20,TRUE,TRUE,0.703095336882982
"432","HighVar0.23","1732165764",15,20,TRUE,TRUE,0.675673464173381
"433","HighVar0.3","1732165764",15,20,TRUE,TRUE,0.712426112466582
"434","HighVar0.4","1732165764",15,20,TRUE,TRUE,0.716651779510604
"435","NullModel","1732165764",15,20,TRUE,TRUE,0.656680986840309
"436","HighVar0.1","1732165770",15,20,TRUE,TRUE,0.688832118327628
"437","HighVar0.16","1732165770",15,20,TRUE,TRUE,0.738130415465671
"438","HighVar0.23","1732165770",15,20,TRUE,TRUE,0.723523826630991
"439","HighVar0.3","1732165770",15,20,TRUE,TRUE,0.659735801566759
"440","HighVar0.4","1732165770",15,20,TRUE,TRUE,0.742504057437551
"441","NullModel","1732165770",15,20,TRUE,TRUE,0.707553345865788
"442","HighVar0.1","1732165796",15,20,TRUE,TRUE,0.693963116053284
"443","HighVar0.16","1732165796",15,20,TRUE,TRUE,0.656951020583165
"444","HighVar0.23","1732165796",15,20,TRUE,TRUE,0.669417910976231
"445","HighVar0.3","1732165796",15,20,TRUE,TRUE,0.753365161948168
"446","HighVar0.4","1732165796",15,20,TRUE,TRUE,0.665768919051487
"447","NullModel","1732165796",15,20,TRUE,TRUE,0.687677976944145
"448","HighVar0.1","1732165808",15,20,TRUE,TRUE,0.777224766771693
"449","HighVar0.16","1732165808",15,20,TRUE,TRUE,0.770454356579271
"450","HighVar0.23","1732165808",15,20,TRUE,TRUE,0.753590215542923
"451","HighVar0.3","1732165808",15,20,TRUE,TRUE,0.784286960980254
"452","HighVar0.4","1732165808",15,20,TRUE,TRUE,0.785926240931653
"453","NullModel","1732165808",15,20,TRUE,TRUE,0.799977578081061
"454","HighVar0.1","1732165811",15,20,TRUE,TRUE,0.768459044638289
"455","HighVar0.16","1732165811",15,20,TRUE,TRUE,0.762478893934296
"456","HighVar0.23","1732165811",15,20,TRUE,TRUE,0.720486283671838
"457","HighVar0.3","1732165811",15,20,TRUE,TRUE,0.767633260635996
"458","HighVar0.4","1732165811",15,20,TRUE,TRUE,0.728375015394023
"459","NullModel","1732165811",15,20,TRUE,TRUE,0.754763191438558
"460","HighVar0.1","1732165814",15,20,TRUE,TRUE,0.745937382943776
"461","HighVar0.16","1732165814",15,20,TRUE,TRUE,0.750682044485004
"462","HighVar0.23","1732165814",15,20,TRUE,TRUE,0.77797592358025
"463","HighVar0.3","1732165814",15,20,TRUE,TRUE,0.787622610540257
"464","HighVar0.4","1732165814",15,20,TRUE,TRUE,0.774219105205952
"465","NullModel","1732165814",15,20,TRUE,TRUE,0.768127912404931
"466","HighVar0.1","1732165818",15,20,TRUE,TRUE,0.789022359876431
"467","HighVar0.16","1732165818",15,20,TRUE,TRUE,0.804258048077923
"468","HighVar0.23","1732165818",15,20,TRUE,TRUE,0.69037053208948
"469","HighVar0.3","1732165818",15,20,TRUE,TRUE,0.79139752800607
"470","HighVar0.4","1732165818",15,20,TRUE,TRUE,0.741138870448239
"471","NullModel","1732165818",15,20,TRUE,TRUE,0.732162153218118
"472","HighVar0.1","1732165826",15,20,TRUE,TRUE,0.722940866184421
"473","HighVar0.16","1732165826",15,20,TRUE,TRUE,0.698719421621193
"474","HighVar0.23","1732165826",15,20,TRUE,TRUE,0.644025385656745
"475","HighVar0.3","1732165826",15,20,TRUE,TRUE,0.619740874642742
"476","HighVar0.4","1732165826",15,20,TRUE,TRUE,0.593309005634664
"477","NullModel","1732165826",15,20,TRUE,TRUE,0.649817096556996
"478","HighVar0.1","1732165832",15,20,TRUE,TRUE,0.700387402170027
"479","HighVar0.16","1732165832",15,20,TRUE,TRUE,0.660340016598038
"480","HighVar0.23","1732165832",15,20,TRUE,TRUE,0.756123124086909
"481","HighVar0.3","1732165832",15,20,TRUE,TRUE,0.701345212738585
"482","HighVar0.4","1732165832",15,20,TRUE,TRUE,0.742755233837991
"483","NullModel","1732165832",15,20,TRUE,TRUE,0.734658475559833
"484","HighVar0.1","1732165833",15,20,TRUE,TRUE,0.774290586129976
"485","HighVar0.16","1732165833",15,20,TRUE,TRUE,0.752516921333376
"486","HighVar0.23","1732165833",15,20,TRUE,TRUE,0.777352959052157
"487","HighVar0.3","1732165833",15,20,TRUE,TRUE,0.755262695237631
"488","HighVar0.4","1732165833",15,20,TRUE,TRUE,0.790244909519272
"489","NullModel","1732165833",15,20,TRUE,TRUE,0.751588799033551
"490","HighVar0.1","1732165835",15,20,TRUE,TRUE,0.76554859687634
"491","HighVar0.16","1732165835",15,20,TRUE,TRUE,0.82028379640454
"492","HighVar0.23","1732165835",15,20,TRUE,TRUE,0.823055514898817
"493","HighVar0.3","1732165835",15,20,TRUE,TRUE,0.811573059165734
"494","HighVar0.4","1732165835",15,20,TRUE,TRUE,0.764394441667778
"495","NullModel","1732165835",15,20,TRUE,TRUE,0.761848513612317
"496","HighVar0.1","1732165843",15,20,TRUE,TRUE,0.614459803556312
"497","HighVar0.16","1732165843",15,20,TRUE,TRUE,0.624242858216807
"498","HighVar0.23","1732165843",15,20,TRUE,TRUE,0.635813357288921
"499","HighVar0.3","1732165843",15,20,TRUE,TRUE,0.641715838246859
"500","HighVar0.4","1732165843",15,20,TRUE,TRUE,0.661041755648625
"501","NullModel","1732165843",15,20,TRUE,TRUE,0.637478862841936
"502","HighVar0.1","1732165847",15,20,TRUE,TRUE,0.941798171976138
"503","HighVar0.16","1732165847",15,20,TRUE,TRUE,0.913485357187885
"504","HighVar0.23","1732165847",15,20,TRUE,TRUE,0.937901060891603
"505","HighVar0.3","1732165847",15,20,TRUE,TRUE,0.895669297306991
"506","HighVar0.4","1732165847",15,20,TRUE,TRUE,0.999724062210546
"507","NullModel","1732165847",15,20,TRUE,TRUE,0.934858866467712
"508","HighVar0.1","1732165852",15,20,TRUE,TRUE,0.673539246300952
"509","HighVar0.16","1732165852",15,20,TRUE,TRUE,0.615641188563921
"510","HighVar0.23","1732165852",15,20,TRUE,TRUE,0.638599618265803
"511","HighVar0.3","1732165852",15,20,TRUE,TRUE,0.634793366157282
"512","HighVar0.4","1732165852",15,20,TRUE,TRUE,0.653044568294941
"513","NullModel","1732165852",15,20,TRUE,TRUE,0.640491339757112
"514","HighVar0.1","1732165862",15,20,TRUE,TRUE,0.68728218719302
"515","HighVar0.16","1732165862",15,20,TRUE,TRUE,0.75454558834795
"516","HighVar0.23","1732165862",15,20,TRUE,TRUE,0.684647569273017
"517","HighVar0.3","1732165862",15,20,TRUE,TRUE,0.696739830109951
"518","HighVar0.4","1732165862",15,20,TRUE,TRUE,0.786547966353222
"519","NullModel","1732165862",15,20,TRUE,TRUE,0.729248114890456
"520","HighVar0.1","1732165884",15,20,TRUE,TRUE,0.778150772744839
"521","HighVar0.16","1732165884",15,20,TRUE,TRUE,0.790546329291467
"522","HighVar0.23","1732165884",15,20,TRUE,TRUE,0.777283208713942
"523","HighVar0.3","1732165884",15,20,TRUE,TRUE,0.788499563038332
"524","HighVar0.4","1732165884",15,20,TRUE,TRUE,0.799416229861378
"525","NullModel","1732165884",15,20,TRUE,TRUE,0.826121524674734
"526","HighVar0.1","1732165891",15,20,TRUE,TRUE,0.659356070132913
"527","HighVar0.16","1732165891",15,20,TRUE,TRUE,0.667265687175101
"528","HighVar0.23","1732165891",15,20,TRUE,TRUE,0.678533412253262
"529","HighVar0.3","1732165891",15,20,TRUE,TRUE,0.655015705865662
"530","HighVar0.4","1732165891",15,20,TRUE,TRUE,0.687793629247824
"531","NullModel","1732165891",15,20,TRUE,TRUE,0.693436458900578
"532","HighVar0.1","1732165892",15,20,TRUE,TRUE,0.638558640511993
"533","HighVar0.16","1732165892",15,20,TRUE,TRUE,0.676255826364286
"534","HighVar0.23","1732165892",15,20,TRUE,TRUE,0.610039384272212
"535","HighVar0.3","1732165892",15,20,TRUE,TRUE,0.685848450624007
"536","HighVar0.4","1732165892",15,20,TRUE,TRUE,0.648676579401184
"537","NullModel","1732165892",15,20,TRUE,TRUE,0.656406299379685
"538","HighVar0.1","1732165905",15,20,TRUE,TRUE,0.761784047594998
"539","HighVar0.16","1732165905",15,20,TRUE,TRUE,0.708499775137964
"540","HighVar0.23","1732165905",15,20,TRUE,TRUE,0.715571694063306
"541","HighVar0.3","1732165905",15,20,TRUE,TRUE,0.776038855896617
"542","HighVar0.4","1732165905",15,20,TRUE,TRUE,0.681142254107105
"543","NullModel","1732165905",15,20,TRUE,TRUE,0.680409976011093
"544","HighVar0.1","1732165906",15,20,TRUE,TRUE,0.714073322350394
"545","HighVar0.16","1732165906",15,20,TRUE,TRUE,0.699265842105177
"546","HighVar0.23","1732165906",15,20,TRUE,TRUE,0.68883150760638
"547","HighVar0.3","1732165906",15,20,TRUE,TRUE,0.704828021785127
"548","HighVar0.4","1732165906",15,20,TRUE,TRUE,0.658783860044154
"549","NullModel","1732165906",15,20,TRUE,TRUE,0.729023012238212
"550","HighVar0.1","1732165936",15,20,TRUE,TRUE,0.746167546444172
"551","HighVar0.16","1732165936",15,20,TRUE,TRUE,0.69550720919303
"552","HighVar0.23","1732165936",15,20,TRUE,TRUE,0.754541004741815
"553","HighVar0.3","1732165936",15,20,TRUE,TRUE,0.744481179986058
"554","HighVar0.4","1732165936",15,20,TRUE,TRUE,0.70986214662176
"555","NullModel","1732165936",15,20,TRUE,TRUE,0.759400589023131
"556","HighVar0.1","1732165966",15,20,TRUE,TRUE,0.528169900000771
"557","HighVar0.16","1732165966",15,20,TRUE,TRUE,0.688997060144931
"558","HighVar0.23","1732165966",15,20,TRUE,TRUE,0.627257220113907
"559","HighVar0.3","1732165966",15,20,TRUE,TRUE,0.631077931616502
"560","HighVar0.4","1732165966",15,20,TRUE,TRUE,0.677040232274936
"561","NullModel","1732165966",15,20,TRUE,TRUE,0.650675763466055
"562","HighVar0.1","1732165971",15,20,TRUE,TRUE,0.842770556255246
"563","HighVar0.16","1732165971",15,20,TRUE,TRUE,0.776643207404619
"564","HighVar0.23","1732165971",15,20,TRUE,TRUE,0.7985661982337
"565","HighVar0.3","1732165971",15,20,TRUE,TRUE,0.785508960541959
"566","HighVar0.4","1732165971",15,20,TRUE,TRUE,0.787051910025549
"567","NullModel","1732165971",15,20,TRUE,TRUE,0.756190688725799
"568","HighVar0.1","1732165987",15,20,TRUE,TRUE,0.664818051501253
"569","HighVar0.16","1732165987",15,20,TRUE,TRUE,0.676057013207083
"570","HighVar0.23","1732165987",15,20,TRUE,TRUE,0.645292605413599
"571","HighVar0.3","1732165987",15,20,TRUE,TRUE,0.682311733799354
"572","HighVar0.4","1732165987",15,20,TRUE,TRUE,0.716230191504863
"573","NullModel","1732165987",15,20,TRUE,TRUE,0.667133965362433
"574","HighVar0.1","1732165990",15,20,TRUE,TRUE,0.669498554918366
"575","HighVar0.16","1732165990",15,20,TRUE,TRUE,0.708062189916993
"576","HighVar0.23","1732165990",15,20,TRUE,TRUE,0.711616701780105
"577","HighVar0.3","1732165990",15,20,TRUE,TRUE,0.694472529172002
"578","HighVar0.4","1732165990",15,20,TRUE,TRUE,0.6782194832937
"579","NullModel","1732165990",15,20,TRUE,TRUE,0.7153514133876
"580","HighVar0.1","1732165993",15,20,TRUE,TRUE,0.622302249938561
"581","HighVar0.16","1732165993",15,20,TRUE,TRUE,0.601326424803598
"582","HighVar0.23","1732165993",15,20,TRUE,TRUE,0.624254368247758
"583","HighVar0.3","1732165993",15,20,TRUE,TRUE,0.546354194865284
"584","HighVar0.4","1732165993",15,20,TRUE,TRUE,0.576153957301026
"585","NullModel","1732165993",15,20,TRUE,TRUE,0.607040340501273
"586","HighVar0.1","1732165994",15,20,TRUE,TRUE,0.554087889717423
"587","HighVar0.16","1732165994",15,20,TRUE,TRUE,0.664601722745771
"588","HighVar0.23","1732165994",15,20,TRUE,TRUE,0.628118422148148
"589","HighVar0.3","1732165994",15,20,TRUE,TRUE,0.555979708408119
"590","HighVar0.4","1732165994",15,20,TRUE,TRUE,0.730391244368791
"591","NullModel","1732165994",15,20,TRUE,TRUE,0.643236510903072
"592","HighVar0.1","1732166009",15,20,TRUE,TRUE,0.746933270151491
"593","HighVar0.16","1732166009",15,20,TRUE,TRUE,0.774803605368484
"594","HighVar0.23","1732166009",15,20,TRUE,TRUE,0.781154694413022
"595","HighVar0.3","1732166009",15,20,TRUE,TRUE,0.75750119828171
"596","HighVar0.4","1732166009",15,20,TRUE,TRUE,0.765578681282398
"597","NullModel","1732166009",15,20,TRUE,TRUE,0.780061521362444
"598","HighVar0.1","1732166012",15,20,TRUE,TRUE,0.713303780976188
"599","HighVar0.16","1732166012",15,20,TRUE,TRUE,0.681288842091617
"600","HighVar0.23","1732166012",15,20,TRUE,TRUE,0.660071259763223
"601","HighVar0.3","1732166012",15,20,TRUE,TRUE,0.701365947788809
"602","HighVar0.4","1732166012",15,20,TRUE,TRUE,0.626179751186431
"603","NullModel","1732166012",15,20,TRUE,TRUE,0.681529260475581
"604","HighVar0.1","1732166045",15,20,TRUE,TRUE,0.852485336170995
"605","HighVar0.16","1732166045",15,20,TRUE,TRUE,0.751601599959977
"606","HighVar0.23","1732166045",15,20,TRUE,TRUE,0.849753187083348
"607","HighVar0.3","1732166045",15,20,TRUE,TRUE,0.793681337142719
"608","HighVar0.4","1732166045",15,20,TRUE,TRUE,0.76701186023377
"609","NullModel","1732166045",15,20,TRUE,TRUE,0.779757434358116
"610","HighVar0.1","1732166052",15,20,TRUE,TRUE,0.776340971362006
"611","HighVar0.16","1732166052",15,20,TRUE,TRUE,0.787980365032695
"612","HighVar0.23","1732166052",15,20,TRUE,TRUE,0.766045748744488
"613","HighVar0.3","1732166052",15,20,TRUE,TRUE,0.781239285485173
"614","HighVar0.4","1732166052",15,20,TRUE,TRUE,0.672445829230189
"615","NullModel","1732166052",15,20,TRUE,TRUE,0.769914441069791
"616","HighVar0.1","1732166071",15,20,TRUE,TRUE,0.742539361026005
"617","HighVar0.16","1732166071",15,20,TRUE,TRUE,0.747799287902043
"618","HighVar0.23","1732166071",15,20,TRUE,TRUE,0.724568836858105
"619","HighVar0.3","1732166071",15,20,TRUE,TRUE,0.716750412204723
"620","HighVar0.4","1732166071",15,20,TRUE,TRUE,0.7319040019403
"621","NullModel","1732166071",15,20,TRUE,TRUE,0.728912644574259
"622","HighVar0.1","1732166093",15,20,TRUE,TRUE,0.620263213811129
"623","HighVar0.16","1732166093",15,20,TRUE,TRUE,0.647934799070294
"624","HighVar0.23","1732166093",15,20,TRUE,TRUE,0.646796852303926
"625","HighVar0.3","1732166093",15,20,TRUE,TRUE,0.684889818137222
"626","HighVar0.4","1732166093",15,20,TRUE,TRUE,0.634677849700026
"627","NullModel","1732166093",15,20,TRUE,TRUE,0.661610542864959
"628","HighVar0.1","1732162017",5,20,TRUE,TRUE,0.448256499666357
"629","HighVar0.16","1732162017",5,20,TRUE,TRUE,0.453057176217905
"630","HighVar0.23","1732162017",5,20,TRUE,TRUE,0.443280739785993
"631","HighVar0.3","1732162017",5,20,TRUE,TRUE,0.434841837248157
"632","HighVar0.4","1732162017",5,20,TRUE,TRUE,0.428819607566237
"633","NullModel","1732162017",5,20,TRUE,TRUE,0.423836142701502
"634","HighVar0.1","1732162021",5,20,TRUE,TRUE,0.4781557058514
"635","HighVar0.16","1732162021",5,20,TRUE,TRUE,0.474862144447708
"636","HighVar0.23","1732162021",5,20,TRUE,TRUE,0.475474953774546
"637","HighVar0.3","1732162021",5,20,TRUE,TRUE,0.484463345527121
"638","HighVar0.4","1732162021",5,20,TRUE,TRUE,0.497995396750862
"639","NullModel","1732162021",5,20,TRUE,TRUE,0.489953114920667
"640","HighVar0.1","1732162023",5,20,TRUE,TRUE,0.47245092293722
"641","HighVar0.16","1732162023",5,20,TRUE,TRUE,0.465928629731954
"642","HighVar0.23","1732162023",5,20,TRUE,TRUE,0.430419077558071
"643","HighVar0.3","1732162023",5,20,TRUE,TRUE,0.491178865465277
"644","HighVar0.4","1732162023",5,20,TRUE,TRUE,0.4577913824791
"645","NullModel","1732162023",5,20,TRUE,TRUE,0.540534213858284
"646","HighVar0.1","1732162024",5,20,TRUE,TRUE,0.50849574404028
"647","HighVar0.16","1732162024",5,20,TRUE,TRUE,0.494885316159097
"648","HighVar0.23","1732162024",5,20,TRUE,TRUE,0.46048206195528
"649","HighVar0.3","1732162024",5,20,TRUE,TRUE,0.479281744364789
"650","HighVar0.4","1732162024",5,20,TRUE,TRUE,0.529875715439898
"651","NullModel","1732162024",5,20,TRUE,TRUE,0.501258927142972
"652","HighVar0.1","1732162027",5,20,TRUE,TRUE,0.416633788676318
"653","HighVar0.16","1732162027",5,20,TRUE,TRUE,0.432941992119306
"654","HighVar0.23","1732162027",5,20,TRUE,TRUE,0.414417227412135
"655","HighVar0.3","1732162027",5,20,TRUE,TRUE,0.488650872236826
"656","HighVar0.4","1732162027",5,20,TRUE,TRUE,0.40769021315621
"657","NullModel","1732162027",5,20,TRUE,TRUE,0.403808439454031
"658","HighVar0.1","1732162038",5,20,TRUE,TRUE,0.619470172351538
"659","HighVar0.16","1732162038",5,20,TRUE,TRUE,0.567496980500345
"660","HighVar0.23","1732162038",5,20,TRUE,TRUE,0.590242452867324
"661","HighVar0.3","1732162038",5,20,TRUE,TRUE,0.575080846063929
"662","HighVar0.4","1732162038",5,20,TRUE,TRUE,0.538259323000802
"663","NullModel","1732162038",5,20,TRUE,TRUE,0.577575716515204
"664","HighVar0.1","1732162042",5,20,TRUE,TRUE,0.454889624364865
"665","HighVar0.16","1732162042",5,20,TRUE,TRUE,0.50732804077407
"666","HighVar0.23","1732162042",5,20,TRUE,TRUE,0.45141685558464
"667","HighVar0.3","1732162042",5,20,TRUE,TRUE,0.499397125892985
"668","HighVar0.4","1732162042",5,20,TRUE,TRUE,0.483007922619684
"669","NullModel","1732162042",5,20,TRUE,TRUE,0.464776119566546
"670","HighVar0.1","1732162045",5,20,TRUE,TRUE,0.559728833833111
"671","HighVar0.16","1732162045",5,20,TRUE,TRUE,0.505883374066608
"672","HighVar0.23","1732162045",5,20,TRUE,TRUE,0.541840941962045
"673","HighVar0.3","1732162045",5,20,TRUE,TRUE,0.498831625529228
"674","HighVar0.4","1732162045",5,20,TRUE,TRUE,0.542597956280941
"675","NullModel","1732162045",5,20,TRUE,TRUE,0.528996706678165
"676","HighVar0.1","1732165685",5,20,TRUE,TRUE,0.368479542068026
"677","HighVar0.16","1732165685",5,20,TRUE,TRUE,0.370668514824136
"678","HighVar0.23","1732165685",5,20,TRUE,TRUE,0.390981060815785
"679","HighVar0.3","1732165685",5,20,TRUE,TRUE,0.405476687034138
"680","HighVar0.4","1732165685",5,20,TRUE,TRUE,0.361640563680918
"681","NullModel","1732165685",5,20,TRUE,TRUE,0.351876491809214
"682","HighVar0.1","1732165687",5,20,TRUE,TRUE,0.421934070874156
"683","HighVar0.16","1732165687",5,20,TRUE,TRUE,0.471446974431774
"684","HighVar0.23","1732165687",5,20,TRUE,TRUE,0.406509865347202
"685","HighVar0.3","1732165687",5,20,TRUE,TRUE,0.435530195634633
"686","HighVar0.4","1732165687",5,20,TRUE,TRUE,0.467808562818801
"687","NullModel","1732165687",5,20,TRUE,TRUE,0.440488715724907
"688","HighVar0.1","1732165690",5,20,TRUE,TRUE,0.479441772702469
"689","HighVar0.16","1732165690",5,20,TRUE,TRUE,0.394532533176887
"690","HighVar0.23","1732165690",5,20,TRUE,TRUE,0.449788712499499
"691","HighVar0.3","1732165690",5,20,TRUE,TRUE,0.477041695304455
"692","HighVar0.4","1732165690",5,20,TRUE,TRUE,0.49097587328022
"693","NullModel","1732165690",5,20,TRUE,TRUE,0.394396946674294
"694","HighVar0.1","1732165702",5,20,TRUE,TRUE,0.5037938440792
"695","HighVar0.16","1732165702",5,20,TRUE,TRUE,0.48047726315978
"696","HighVar0.23","1732165702",5,20,TRUE,TRUE,0.476917003847426
"697","HighVar0.3","1732165702",5,20,TRUE,TRUE,0.427583462608984
"698","HighVar0.4","1732165702",5,20,TRUE,TRUE,0.382612555300724
"699","NullModel","1732165702",5,20,TRUE,TRUE,0.467445571039027
"700","HighVar0.1","1732165706",5,20,TRUE,TRUE,0.566485853307849
"701","HighVar0.16","1732165706",5,20,TRUE,TRUE,0.553731843910834
"702","HighVar0.23","1732165706",5,20,TRUE,TRUE,0.563737034488364
"703","HighVar0.3","1732165706",5,20,TRUE,TRUE,0.562150953388626
"704","HighVar0.4","1732165706",5,20,TRUE,TRUE,0.551618986515438
"705","NullModel","1732165706",5,20,TRUE,TRUE,0.556035426355346
"706","HighVar0.1","1732165713",5,20,TRUE,TRUE,0.424781775496858
"707","HighVar0.16","1732165713",5,20,TRUE,TRUE,0.416696187511672
"708","HighVar0.23","1732165713",5,20,TRUE,TRUE,0.43726372639117
"709","HighVar0.3","1732165713",5,20,TRUE,TRUE,0.481895447350987
"710","HighVar0.4","1732165713",5,20,TRUE,TRUE,0.473124740389112
"711","NullModel","1732165713",5,20,TRUE,TRUE,0.431781786641518
"712","HighVar0.1","1732165720",5,20,TRUE,TRUE,0.550147158312711
"713","HighVar0.16","1732165720",5,20,TRUE,TRUE,0.613240404192209
"714","HighVar0.23","1732165720",5,20,TRUE,TRUE,0.56169277872766
"715","HighVar0.3","1732165720",5,20,TRUE,TRUE,0.568086268904541
"716","HighVar0.4","1732165720",5,20,TRUE,TRUE,0.568995757666894
"717","NullModel","1732165720",5,20,TRUE,TRUE,0.519380199209687
"718","HighVar0.1","1732165732",5,20,TRUE,TRUE,0.42784494067541
"719","HighVar0.16","1732165732",5,20,TRUE,TRUE,0.409898039932508
"720","HighVar0.23","1732165732",5,20,TRUE,TRUE,0.43975963694526
"721","HighVar0.3","1732165732",5,20,TRUE,TRUE,0.405433808282998
"722","HighVar0.4","1732165732",5,20,TRUE,TRUE,0.435899412102056
"723","NullModel","1732165732",5,20,TRUE,TRUE,0.417639014453961
"724","HighVar0.1","1732165733",5,20,TRUE,TRUE,0.554368911472048
"725","HighVar0.16","1732165733",5,20,TRUE,TRUE,0.570099048313962
"726","HighVar0.23","1732165733",5,20,TRUE,TRUE,0.558509172309427
"727","HighVar0.3","1732165733",5,20,TRUE,TRUE,0.564965413191449
"728","HighVar0.4","1732165733",5,20,TRUE,TRUE,0.53741010135288
"729","NullModel","1732165733",5,20,TRUE,TRUE,0.56260685745155
"730","HighVar0.1","1732165737",5,20,TRUE,TRUE,0.503561993723769
"731","HighVar0.16","1732165737",5,20,TRUE,TRUE,0.502365185930214
"732","HighVar0.23","1732165737",5,20,TRUE,TRUE,0.452336991983635
"733","HighVar0.3","1732165737",5,20,TRUE,TRUE,0.435670431766355
"734","HighVar0.4","1732165737",5,20,TRUE,TRUE,0.48731781734337
"735","NullModel","1732165737",5,20,TRUE,TRUE,0.499237428027823
"736","HighVar0.1","1732165738",5,20,TRUE,TRUE,0.477210442436735
"737","HighVar0.16","1732165738",5,20,TRUE,TRUE,0.430372111816096
"738","HighVar0.23","1732165738",5,20,TRUE,TRUE,0.441867745929331
"739","HighVar0.3","1732165738",5,20,TRUE,TRUE,0.437237728414656
"740","HighVar0.4","1732165738",5,20,TRUE,TRUE,0.44687733552888
