"","scSTMType","modelType","seed","nCellType","nSample","Batch","CancerType","Num_iter","Num_init","max_llh","llh5","llh10","llh15","llh30","llh50","pooled_scSTMseq"
"53","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763297",10,10,TRUE,TRUE,10,50,-748742869.084411,-749818634.087887,-749395584.526743,-749254723.621696,-749079837.96817,-748913309.662807,0.900739352551703
"54","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763305",10,10,TRUE,TRUE,10,50,-798954303.878083,-800107709.388375,-799706055.24952,-799488509.708798,-799203804.545496,-799036022.458781,0.964986091734351
"55","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763313",10,10,TRUE,TRUE,10,50,-722228574.053277,-723417934.171681,-722562634.875766,-722348121.201568,-722261253.847842,NA,0.975534179566207
"56","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763316",10,10,TRUE,TRUE,10,50,-789422257.306024,-790614150.930415,-790027167.267549,-789798021.586716,-789540800.026472,-789457586.028666,0.952034171019383
"57","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763321",10,10,TRUE,TRUE,10,50,-720641854.854666,-721625414.765533,-721248092.349127,-721096551.567229,-720879429.379578,-720724742.444694,0.812790906153545
"58","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763336",10,10,TRUE,TRUE,10,50,-767318380.119096,-768389069.260407,-767952656.582883,-767770302.94643,-767498516.696881,-767362415.912066,0.984594562974559
"59","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763365",10,10,TRUE,TRUE,10,50,-723724748.332324,-724413096.755495,-724184545.891337,-724049941.26969,-723857681.086378,-723755725.330232,0.952862826396851
"60","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763381",10,10,TRUE,TRUE,10,50,-806050116.190851,-807942661.371103,-806776587.59401,-806427197.747404,-806159681.589989,-806059717.416055,0.756822225056762
"61","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,15,-766329337.859036,-767799552.24789,-767109182.007728,-766849235.442723,-766533790.755285,-766389324.295637,0.850192057705095
"62","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763223",10,10,TRUE,TRUE,15,15,-807756737.610788,-808897705.811872,-808504473.978474,-808327283.235796,-808085388.20726,-807943536.536815,0.901966776359578
"63","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763228",10,10,TRUE,TRUE,15,15,-820130818.986992,-821123683.566382,-820774821.45107,-820614216.744057,-820419828.648869,-820275794.753363,0.944436400495051
"64","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763236",10,10,TRUE,TRUE,15,15,-719813960.196909,-720860201.759575,-720325680.606602,-720168732.015338,-720004089.747693,-719890092.023132,0.955161462048356
"65","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763244",10,10,TRUE,TRUE,15,15,-778659441.00734,-780513963.639561,-779639425.058317,-779307611.96422,-778913052.60734,-778737695.532872,0.945320869915995
"66","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763246",10,10,TRUE,TRUE,15,15,-822734771.53867,-823805854.133397,-823082849.608154,-822902717.736117,-822774743.25182,NA,0.982759382538141
"67","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763250",10,10,TRUE,TRUE,15,15,-696129254.682599,-698410426.05032,-697164004.241673,-696658331.812443,-696217315.949403,-696129254.682599,0.953654828173292
"68","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763254",10,10,TRUE,TRUE,15,15,-825778867.967998,-827186839.600402,-826411793.432548,-826158034.781083,-825857910.378795,-825781394.001618,0.95725303812667
"69","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763256",10,10,TRUE,TRUE,15,15,-750132660.934067,-751173805.203721,-750841884.366421,-750650144.794323,-750375172.367842,-750228902.091456,0.917982368835446
"70","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763269",10,10,TRUE,TRUE,15,15,-814765264.192347,-816103124.84124,-815527945.036305,-815327832.38117,-815064804.100488,-814917250.454792,0.898978909121443
"71","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763284",10,10,TRUE,TRUE,15,15,-703606890.8116,-705157185.987701,-704182187.69871,-703932459.184736,-703684458.73809,NA,0.860385703596319
"72","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763287",10,10,TRUE,TRUE,15,15,-790492440.313624,-792110752.886679,-791729142.360898,-791509859.333081,-791171422.325959,-790893310.450292,0.881222593731187
"73","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763297",10,10,TRUE,TRUE,15,15,-748745154.195503,-749823227.496914,-749400515.978915,-749259691.674793,-749084686.357414,-748915223.11316,0.900398278286325
"74","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763305",10,10,TRUE,TRUE,15,15,-798961988.470678,-800109992.252201,-799707006.696221,-799488171.142299,-799202680.3935,-799034904.775443,0.965359771803217
"75","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763313",10,10,TRUE,TRUE,15,15,-722228574.053277,-723417934.171681,-722562634.875766,-722348121.201568,-722261253.847842,NA,0.975534179566207
"76","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763316",10,10,TRUE,TRUE,15,15,-789401426.318811,-790906989.126765,-790324436.950354,-790042174.053408,-789651326.223228,-789453945.158093,0.885000951351595
"77","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763321",10,10,TRUE,TRUE,15,15,-720650749.245658,-721651338.555443,-721263233.872497,-721090303.460068,-720889277.60671,-720767380.542785,0.828319080024095
"78","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763336",10,10,TRUE,TRUE,15,15,-767320426.290564,-768387123.196894,-767952000.413946,-767769665.935081,-767500286.531629,-767362495.361215,0.984606578216859
"79","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763365",10,10,TRUE,TRUE,15,15,-723724857.765928,-724412886.030348,-724185260.955697,-724050727.203914,-723855245.187698,-723753635.188273,0.953378506516521
"80","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763381",10,10,TRUE,TRUE,15,15,-806050116.190851,-807942661.371103,-806776587.59401,-806427197.747404,-806159681.589989,-806059717.416055,0.756822225056762
"81","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,5,-766347865.294712,-767842039.761301,-767157729.198588,-766900734.958605,-766644289.5998,-766512712.068942,0.833956311152975
"82","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763223",10,10,TRUE,TRUE,15,5,-807750796.230292,-808718424.551983,-808328173.455212,-808153096.339532,-807976166.913216,-807885784.205283,0.959631228858505
"83","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763228",10,10,TRUE,TRUE,15,5,-820130958.731485,-821123474.369955,-820775756.25147,-820615877.102556,-820422152.499833,-820277150.207932,0.943429410375367
"84","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763236",10,10,TRUE,TRUE,15,5,-719888889.966731,-721508145.501143,-720578769.821754,-720266992.971855,-719997961.278445,-719921787.377999,0.939215276313008
"85","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763244",10,10,TRUE,TRUE,15,5,-778659441.00734,-780513963.639561,-779639425.058317,-779307611.96422,-778913052.60734,-778737695.532872,0.945320869915995
"86","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763246",10,10,TRUE,TRUE,15,5,-822734771.53867,-823805854.133397,-823082849.608154,-822902717.736117,-822774743.25182,NA,0.982759382538141
"87","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763250",10,10,TRUE,TRUE,15,5,-696129254.682599,-698410426.05032,-697164004.241673,-696658331.812443,-696217315.949403,-696129254.682599,0.953654828173292
"88","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763254",10,10,TRUE,TRUE,15,5,-825778867.967998,-827186839.600402,-826411793.432548,-826158034.781083,-825857910.378795,-825781394.001618,0.95725303812667
"89","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763256",10,10,TRUE,TRUE,15,5,-750128655.44443,-751177158.818388,-750844158.740636,-750651718.325051,-750375217.34222,-750227851.607084,0.918292162096373
"90","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763269",10,10,TRUE,TRUE,15,5,-814625591.500398,-817181389.089036,-815869133.028366,-815394147.151965,-814880515.33622,-814695516.33805,0.887415383824445
"91","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763284",10,10,TRUE,TRUE,15,5,-703606890.8116,-705157185.987701,-704182187.69871,-703932459.184736,-703684458.73809,NA,0.860385703596319
"92","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763287",10,10,TRUE,TRUE,15,5,-790503033.755044,-792108229.455593,-791727699.927806,-791511167.809519,-791183140.866945,-790921281.761488,0.878539581401401
"93","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763297",10,10,TRUE,TRUE,15,5,-748744018.908274,-749816853.32775,-749394712.02116,-749254557.149729,-749080011.593889,-748914211.608526,0.900398278286325
"94","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763305",10,10,TRUE,TRUE,15,5,-798960776.067545,-800111220.676342,-799709460.785934,-799491386.331501,-799203917.709289,-799039472.828508,0.965359771803217
"95","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763313",10,10,TRUE,TRUE,15,5,-722228574.053277,-723417934.171681,-722562634.875766,-722348121.201568,-722261253.847842,NA,0.975534179566207
"96","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763316",10,10,TRUE,TRUE,15,5,-789403734.999822,-790908981.322032,-790324652.449093,-790041823.142189,-789649146.151873,-789454194.143057,0.884190252893882
"97","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763321",10,10,TRUE,TRUE,15,5,-720647946.749951,-721654977.709303,-721266263.279152,-721092418.849646,-720889827.091231,-720768593.989841,0.826359969872716
"98","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763336",10,10,TRUE,TRUE,15,5,-767330647.497512,-768391140.270394,-767956821.387642,-767775342.163457,-767504071.618025,-767366678.253661,0.985279265004356
"99","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763365",10,10,TRUE,TRUE,15,5,-723734986.601808,-725202370.134544,-724559640.028062,-724313080.61565,-723994034.918724,-723796840.34748,0.981921476099564
"100","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763381",10,10,TRUE,TRUE,15,5,-806050116.190851,-807942661.371103,-806776587.59401,-806427197.747404,-806159681.589989,-806059717.416055,0.756822225056762
"101","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,50,-766331452.182533,-767799314.676095,-767108019.955301,-766848106.906859,-766533545.444857,-766392980.695625,0.852234691320735
"102","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763223",10,10,TRUE,TRUE,15,50,-807775072.836128,-808851747.787246,-808442343.43051,-808240377.390441,-808026646.081551,-807915970.894317,0.956832900628601
"103","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763228",10,10,TRUE,TRUE,15,50,-820130094.709169,-821123793.753735,-820774559.799083,-820613899.571231,-820419340.252912,-820275512.678286,0.944054465347103
"104","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763236",10,10,TRUE,TRUE,15,50,-719831513.205667,-720859696.199345,-720325388.940132,-720168504.404908,-720004607.768523,-719890532.945521,0.955215471400437
"105","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763244",10,10,TRUE,TRUE,15,50,-778659441.00734,-780513963.639561,-779639425.058317,-779307611.96422,-778913052.60734,-778737695.532872,0.945320869915995
"106","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763246",10,10,TRUE,TRUE,15,50,-822734771.53867,-823805854.133397,-823082849.608154,-822902717.736117,-822774743.25182,NA,0.982759382538141
"107","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763250",10,10,TRUE,TRUE,15,50,-696129254.682599,-698410426.05032,-697164004.241673,-696658331.812443,-696217315.949403,-696129254.682599,0.953654828173292
"108","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763254",10,10,TRUE,TRUE,15,50,-825778867.967998,-827186839.600402,-826411793.432548,-826158034.781083,-825857910.378795,-825781394.001618,0.95725303812667
"109","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763256",10,10,TRUE,TRUE,15,50,-750129213.226261,-751173831.634308,-750841782.720395,-750650062.497317,-750374671.886246,-750229569.931533,0.918292162096373
"110","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763269",10,10,TRUE,TRUE,15,50,-814765612.863199,-816102886.735886,-815528729.238452,-815327316.381091,-815064552.655914,-814917085.675691,0.899369085835641
"111","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763284",10,10,TRUE,TRUE,15,50,-703606890.8116,-705157185.987701,-704182187.69871,-703932459.184736,-703684458.73809,NA,0.860385703596319
"112","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763287",10,10,TRUE,TRUE,15,50,-790503282.159457,-792106301.375824,-791725453.176696,-791509277.520783,-791180353.46251,-790918327.321088,0.878078938128536
"113","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763297",10,10,TRUE,TRUE,15,50,-748742985.302394,-749818718.750449,-749395218.03375,-749254176.924036,-749079115.764768,-748915486.687,0.900739352551703
"114","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763305",10,10,TRUE,TRUE,15,50,-798982684.201858,-799908376.197155,-799577806.729303,-799428126.531725,-799198530.024043,-799065315.299236,0.927537329137289
"115","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763313",10,10,TRUE,TRUE,15,50,-722228574.053277,-723417934.171681,-722562634.875766,-722348121.201568,-722261253.847842,NA,0.975534179566207
"116","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763316",10,10,TRUE,TRUE,15,50,-789395769.687322,-790614324.771746,-790027601.434422,-789797732.688838,-789540252.655625,-789456819.090793,0.950475702143472
"117","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763321",10,10,TRUE,TRUE,15,50,-720645155.906749,-721649978.265639,-721262007.979591,-721089030.464946,-720889253.27522,-720768155.502693,0.825626645541898
"118","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763336",10,10,TRUE,TRUE,15,50,-767321713.391715,-768387340.827854,-767952398.119883,-767771095.565567,-767499460.745804,-767363306.955691,0.984606578216859
