"","scSTMType","modelType","seed","nCellType","nSample","Batch","CancerType","Num_iter","Num_init","max_llh","llh5","llh10","llh15","llh30","llh50","pooled_scSTMseq"
"37","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763321",10,10,TRUE,TRUE,10,5,-720652830.817704,-721633987.419289,-721248054.84,-721090360.69129,-720868904.8742,-720708088.219322,0.821218696691637
"38","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763336",10,10,TRUE,TRUE,10,5,-767319771.762226,-768387423.434882,-767951661.104028,-767769659.475057,-767498548.299745,-767362173.632159,0.984606578216859
"39","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763365",10,10,TRUE,TRUE,10,5,-723727137.092542,-724412726.759666,-724184706.928837,-724050311.101399,-723857982.930616,-723756296.755888,0.954412393147379
"40","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763381",10,10,TRUE,TRUE,10,5,-806050116.190851,-807942661.371103,-806776587.59401,-806427197.747404,-806159681.589989,-806059717.416055,0.756822225056762
"41","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,10,50,-766348263.347754,-767798580.217664,-767109020.100269,-766849106.185567,-766533404.541786,-766389622.481953,0.848109117416138
"42","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763223",10,10,TRUE,TRUE,10,50,-807771975.091485,-808871022.572962,-808469289.606866,-808267718.677599,-808039390.482465,-807919552.430363,0.956832900628601
"43","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763228",10,10,TRUE,TRUE,10,50,-820130978.979979,-821122600.965069,-820774624.887186,-820614314.440732,-820419435.282167,-820275046.727777,0.944721917432327
"44","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763236",10,10,TRUE,TRUE,10,50,-719809744.007413,-720855019.973329,-720323310.457517,-720168165.06702,-720004826.526279,-719889506.579001,0.954749115382448
"45","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763244",10,10,TRUE,TRUE,10,50,-778659441.00734,-780513963.639561,-779639425.058317,-779307611.96422,-778913052.60734,-778737695.532872,0.945320869915995
"46","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763246",10,10,TRUE,TRUE,10,50,-822734771.53867,-823805854.133397,-823082849.608154,-822902717.736117,-822774743.25182,NA,0.982759382538141
"47","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763250",10,10,TRUE,TRUE,10,50,-696217372.915385,-697356004.264013,-696901718.256082,-696713630.325741,-696495698.705875,-696330975.147693,0.877139406811856
"48","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763254",10,10,TRUE,TRUE,10,50,-825778867.967998,-827186839.600402,-826411793.432548,-826158034.781083,-825857910.378795,-825781394.001618,0.95725303812667
"49","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763256",10,10,TRUE,TRUE,10,50,-750136908.233038,-751174626.568261,-750841711.608214,-750650085.04843,-750374923.502672,-750228750.087142,0.918027320775399
"50","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763269",10,10,TRUE,TRUE,10,50,-814766610.354733,-816100082.049168,-815527436.151166,-815328741.292668,-815066882.489635,-814919290.220451,0.899534441375981
"51","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763284",10,10,TRUE,TRUE,10,50,-703606890.8116,-705157185.987701,-704182187.69871,-703932459.184736,-703684458.73809,NA,0.860385703596319
"52","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763287",10,10,TRUE,TRUE,10,50,-790487340.51657,-792105279.738163,-791723432.801875,-791504410.753092,-791167068.611339,-790890954.252221,0.881106784638508
