"","scSTMType","modelType","seed","nCellType","nSample","Batch","CancerType","Num_iter","Num_init","method","init_llh","llh5","llh10","llh15","llh30","llh50","max_llh","pooled_scSTMseq"
"11","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"TopicScore",-771278422.140094,-767839129.68554,-767157932.883286,-766901300.770903,-766642686.050722,-766513412.941922,-766484018.967503,0.88237656738453
"12","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-967469482.616127,-771217748.69321,-768558737.214261,-767777324.142436,-766880353.59028,-766569709.537678,-766424489.687671,0.647460241370024
"13","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-968031542.516082,-771322618.57624,-768662378.568926,-767803766.538098,-766898417.104918,-766597600.528983,-766487125.137158,0.651134444034939
"14","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-968090414.171847,-771677862.564505,-768724235.470465,-767853788.202668,-766983854.712276,-766683349.662629,-766395380.582042,0.666740821521018
"15","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-966184333.246237,-771663879.19583,-768810418.938258,-767861956.886224,-766953582.338343,-766662134.78718,-766430922.427327,0.572791726634315
"16","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-969089797.236019,-771572290.856636,-768895087.96571,-767971204.391573,-767119681.206127,-766735020.773207,-766375011.36886,0.485441921417832
"17","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-967301889.305281,-771414484.635775,-768904403.432176,-768111349.81284,-767242731.221959,-766822873.355624,-766453861.713292,0.416069112538317
"18","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-967535429.416815,-771765566.120152,-768964104.267056,-768127630.048083,-767271671.120596,-766764847.539623,-766418199.158166,0.563695626767252
"19","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-972625328.927258,-771429551.884014,-769013983.963671,-768213843.280729,-767260646.366003,-766799346.920846,-766493407.688333,0.504397348938464
"20","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-970177344.229371,-771727723.046362,-769204886.162887,-768341917.846498,-767378506.365917,-766886808.561545,-766491916.103372,0.556131023915528
"21","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763219",10,10,TRUE,TRUE,15,10,"Random",-972152230.353833,-772248990.0366,-769266231.552172,-768375625.048065,-767367189.201297,-766913771.386186,-766604783.851738,0.431262282925887
"22","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763236",10,10,TRUE,TRUE,15,10,"TopicScore",-723410548.636639,-720859421.773808,-720324131.679772,-720168273.786799,-720009307.161517,-719890872.451883,-719843883.480729,0.95486331825726
"23","scSTM_Sensitivity_Pooled_Content_Prevalence_Time","NullModel","1740763236",10,10,TRUE,TRUE,15,10,"TopicScore",-723412236.355792,-720858219.233141,-720324375.663425,-720169124.996927,-720009527.613415,-719893251.958463,-719867590.230766,0.957627938741997
