"","scSTMTyoe","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq"
"170","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959156",10,20,FALSE,TRUE,1
"171","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959156",10,20,FALSE,TRUE,1
"172","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959156",10,20,FALSE,TRUE,1
"173","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959156",10,20,FALSE,TRUE,1
"174","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959156",10,20,FALSE,TRUE,1
"175","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959159",10,20,FALSE,TRUE,1
"176","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959159",10,20,FALSE,TRUE,1
"177","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959159",10,20,FALSE,TRUE,1
"178","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959159",10,20,FALSE,TRUE,1
"179","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959159",10,20,FALSE,TRUE,1
"180","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959166",10,20,FALSE,TRUE,1
"181","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959166",10,20,FALSE,TRUE,1
"182","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959166",10,20,FALSE,TRUE,1
"183","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959166",10,20,FALSE,TRUE,1
"184","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959166",10,20,FALSE,TRUE,1
"185","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959167",10,20,FALSE,TRUE,1
"186","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959167",10,20,FALSE,TRUE,1
"187","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959167",10,20,FALSE,TRUE,1
"188","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959167",10,20,FALSE,TRUE,1
"189","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959167",10,20,FALSE,TRUE,1
"190","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959174",10,20,FALSE,TRUE,1
"191","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959174",10,20,FALSE,TRUE,1
"192","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959174",10,20,FALSE,TRUE,1
"193","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959174",10,20,FALSE,TRUE,1
"194","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959174",10,20,FALSE,TRUE,1
"195","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959175",10,20,FALSE,TRUE,1
"196","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959175",10,20,FALSE,TRUE,1
"197","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959175",10,20,FALSE,TRUE,1
"198","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959175",10,20,FALSE,TRUE,1
"199","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959175",10,20,FALSE,TRUE,1
"200","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959180",10,20,FALSE,TRUE,1
"201","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959180",10,20,FALSE,TRUE,1
"202","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959180",10,20,FALSE,TRUE,1
"203","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959180",10,20,FALSE,TRUE,1
"204","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959180",10,20,FALSE,TRUE,1
"205","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959182",10,20,FALSE,TRUE,1
"206","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959182",10,20,FALSE,TRUE,1
"207","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959182",10,20,FALSE,TRUE,1
"208","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959182",10,20,FALSE,TRUE,1
"209","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959182",10,20,FALSE,TRUE,1
"210","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959194",10,20,FALSE,TRUE,1
"211","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959194",10,20,FALSE,TRUE,1
"212","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959194",10,20,FALSE,TRUE,1
"213","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959194",10,20,FALSE,TRUE,1
"214","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959194",10,20,FALSE,TRUE,1
"215","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959198",10,20,FALSE,TRUE,1
"216","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959198",10,20,FALSE,TRUE,1
"217","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959198",10,20,FALSE,TRUE,1
"218","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959198",10,20,FALSE,TRUE,1
"219","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959198",10,20,FALSE,TRUE,1
"220","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959202",10,20,FALSE,TRUE,1
"221","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959202",10,20,FALSE,TRUE,1
"222","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959202",10,20,FALSE,TRUE,1
"223","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959202",10,20,FALSE,TRUE,1
"224","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959202",10,20,FALSE,TRUE,1
"225","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959210",10,20,FALSE,TRUE,1
"226","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959210",10,20,FALSE,TRUE,1
"227","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959210",10,20,FALSE,TRUE,1
"228","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959210",10,20,FALSE,TRUE,1
"229","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959210",10,20,FALSE,TRUE,1
"230","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959213",10,20,FALSE,TRUE,1
"231","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959213",10,20,FALSE,TRUE,1
