"","sim","seed","effectSize","scSTM_noContent_Sample_cluster","scSTM_Content_Sample_cluster","fastTopics_cluster","seurat_cluster","sctransform_cluster","monocle3_cluster"
"21","1726255332_effectSize0.1","1726255332","effectSize0.1",0.269248521991215,0.425781331763706,0.118785508451482,0.255714321159336,0.255714321159336,0.761892414704059
"22","1726255332_effectSize0.4","1726255332","effectSize0.4",0.341271575168254,0.347626288839161,0.12287892836625,0.25378468578513,0.25378468578513,0.676122347092948
"23","1726255332_effectSize0.7","1726255332","effectSize0.7",0.333808315770562,0.281306382377701,0.0636819373702742,0.252476800425694,0.252476800425694,0.675172922729527
"24","1726255332_effectSize1","1726255332","effectSize1",0.326274282587996,0.484800864939976,0.0689276066175507,0.251407432260351,0.251407432260351,0.678153586551866
"25","1726255340_effectSize0.1","1726255340","effectSize0.1",0.24402308249203,0.534965084812954,0.121189565198691,0.324685384076744,0.324685384076744,0.489078479860464
"26","1726255340_effectSize0.4","1726255340","effectSize0.4",0.248010049440312,0.413975834386704,0.11485437343916,0.317918367888262,0.317918367888262,0.498595693595904
"27","1726255340_effectSize0.7","1726255340","effectSize0.7",0.262968501222453,0.336750711935497,0.11092968394905,0.312149844545789,0.312149844545789,0.493353304114082
"28","1726255340_effectSize1","1726255340","effectSize1",0.23903726251368,0.374202715001057,0.112960978202204,0.305586880818883,0.305586880818883,0.46805954582779
"29","1726255344_effectSize0.1","1726255344","effectSize0.1",0.364883965609702,0.407823417831007,0.151675812351312,0.332183906889475,0.332196215781018,0.544875833486103
"30","1726255344_effectSize0.4","1726255344","effectSize0.4",0.284825872737415,0.380159280730454,0.145289218244025,0.331233620419237,0.331140006836209,0.569234312666133
"31","1726255344_effectSize0.7","1726255344","effectSize0.7",0.282960951063377,0.265821365477522,0.139214268060945,0.330035475521598,0.329998437453109,0.566707307765486
"32","1726255344_effectSize1","1726255344","effectSize1",0.235229139728351,0.393538719445171,0.132899261490193,0.329428453794888,0.329169211272544,0.576753881340657
"33","1726255346_effectSize0.1","1726255346","effectSize0.1",0.350025329779904,0.508248204465667,0.0833439007604302,0.284653885424754,0.284653885424754,0.691753049974195
"34","1726255346_effectSize0.4","1726255346","effectSize0.4",0.338222466474291,0.434643827118452,0.0255332380241739,0.279224808719556,0.279292277115341,0.460062075356572
"35","1726255346_effectSize0.7","1726255346","effectSize0.7",0.341775066040802,0.288800572787577,0.0815490925415391,0.277922686226369,0.277922686226369,0.51997775388122
"36","1726255346_effectSize1","1726255346","effectSize1",0.275711132600518,0.445343479484555,0.0760649867731118,0.277159388603746,0.277159388603746,0.640503690939063
"37","1726255359_effectSize0.1","1726255359","effectSize0.1",0.251093661348524,0.494088916192009,0.077403578794909,0.300073430454794,0.300073430454794,0.630691172703221
"38","1726255359_effectSize0.4","1726255359","effectSize0.4",0.277391007293164,0.43799159964498,0.0652902205409913,0.292427256807514,0.292427256807514,0.632080090237029
"39","1726255359_effectSize0.7","1726255359","effectSize0.7",0.309479399294187,0.502773391537819,0.0534907645940369,0.286674338154356,0.286674338154356,0.625344054426212
"40","1726255359_effectSize1","1726255359","effectSize1",0.338938927789624,0.542181099712449,0.048318440623891,0.283204511747531,0.283204511747531,0.62198591523706
"41","1726255378_effectSize0.1","1726255378","effectSize0.1",0.250762237675202,0.431220789803132,NA,NA,NA,NA
"42","1726255378_effectSize0.4","1726255378","effectSize0.4",0.256302296719853,0.428498948370323,NA,NA,NA,NA
"43","1726255378_effectSize0.7","1726255378","effectSize0.7",0.361944430151672,0.392701465864831,NA,NA,NA,NA
"44","1726255378_effectSize1","1726255378","effectSize1",0.356638954780743,0.37177889493383,NA,NA,NA,NA
